gene	rank
SNAPC4	5.7265
ATP1B1	5.7256
YPEL5	5.7242
PHF24	5.7233
GDAP1	5.7211
CD59	5.7208
TRIM67	5.7191
CD82	5.7165
CEP135	5.7149
PPP2R2A	5.7137
LRRC37A15P	5.7121
SPINDOC	5.7111
KIF13B	5.7102
NCOA3	5.7089
ETV3L	5.708
TRAPPC10	5.7062
CNOT6L	5.7054
DUSP5	5.7047
BTBD1	5.7028
GPATCH2	5.6964
CCDC82	5.6948
DHX36	5.6944
ZNF654	5.6942
JAK2	5.6935
YIPF6	5.6896
CNST	5.6893
NUFIP2	5.6887
CCNT1	5.6887
TP53BP1	5.6886
DOP1A	5.6874
H3C15	5.6841
LINS1	5.6817
E2F3	5.6809
MACC1	5.6804
FERMT2	5.6802
IL7R	5.6785
RNF6	5.6785
TVP23B	5.6764
TBRG1	5.6756
SLC43A3	5.6752
ETNK1	5.674
KCNN1	5.6722
CNTNAP3	5.669
HELB	5.669
EPG5	5.6688
H2AC6	5.6677
EMP3	5.6673
SMG7	5.6661
GTPBP4	5.6655
ZRANB1	5.6646
SRSF3	5.6601
BCAR1	5.6597
SLC36A4	5.6558
SEPSECS	5.6555
CRTC2	5.6551
OAS2	5.6545
LRCH3	5.6531
LINC01137	5.6527
ZCCHC14	5.6515
ZC3H11A	5.6508
PRDM8	5.6501
TSPAN31	5.6485
LOC100287049	5.6479
TRMO	5.6444
RGL1	5.6439
SLC23A2	5.6432
NPTN	5.6415
CDC37	5.6415
IP6K1	5.6412
RPA4	5.641
GAK	5.6399
IFIT5	5.6392
LCP1	5.6386
PXDC1	5.6357
IL7	5.6354
SCYL3	5.6351
CFB	5.6264
CDKN1A	5.625
CASP7	5.6248
BPTF	5.6248
AGAP3	5.6205
YIPF4	5.6173
CLU	5.6171
TOPORS	5.6163
KRAS	5.6162
FDCSP	5.616
TRIM47	5.6156
YTHDC2	5.613
AMD1	5.6105
TRIM69	5.6101
SIN3A	5.608
PRPF40A	5.6073
RAB27B	5.6056
UBR4	5.5999
CHMP5	5.5988
TNKS2	5.5971
ZBTB17	5.597
KRT8P33	5.5939
NUP153	5.5919
ISM1	5.5901
CMTM6	5.5894
SRFBP1	5.5861
GSDME	5.5857
RUNX1T1	5.5846
ZZEF1	5.5828
ANKRD17	5.5813
CLASP1	5.5811
MAPK8	5.5802
FNDC1	5.5801
AP1G1	5.5775
ZC3HAV1	5.5763
TNFAIP1	5.5748
CDC73	5.5727
PMAIP1	5.5716
PHC3	5.5677
CCDC59	5.5672
LAP3	5.5669
KCNN2	5.5665
ANO9	5.5658
CCDC173	5.5637
WDR45B	5.5623
IBA57	5.5619
ABRAXAS2	5.5612
PUS10	5.5597
WSB1	5.5594
BHLHE40-AS1	5.559
ZNF436	5.5552
ZNF189	5.5533
UPF3B	5.5482
ABI1	5.5476
CDK6	5.545
TAPBP.1	5.5449
IWS1	5.5431
ICAM4	5.5415
RAB29	5.5412
B2M	5.5389
IGF2	5.5389
SMPD2	5.5385
RDX	5.5365
IFNB1	5.5351
SBDS	5.534
SP100	5.5334
ARCN1	5.5302
MED26	5.5284
TMOD3	5.5245
NR1H2	5.5215
SBNO2.1	5.5211
EGR3	5.5189
RPL7P18	5.517
KLF4	5.5148
SLC12A7.1	5.5144
SENP5	5.5128
DISP3	5.5117
SYNJ1	5.5111
LINC00472	5.5104
PHLDB1	5.506
LINC01215	5.5054
F3	5.5049
SLC43A2	5.5047
BNIP1	5.5044
MAMLD1	5.504
MSANTD3	5.5022
ADRA1B	5.5011
SLC43A2.1	5.501
ARHGAP31-AS1	5.5
CTTNBP2NL	5.4998
RSPRY1	5.4993
MARK4	5.4992
RNF111	5.4983
SNORA20	5.4982
BMF	5.497
SAR1A	5.4967
SGMS2	5.4956
DLGAP3	5.4947
SAR1B	5.4939
ASTL	5.492
PIAS1	5.4905
ARL13B	5.4899
MIB1	5.4886
EPS8	5.487
RBM7	5.4838
DIS3	5.483
EIF2AK3	5.4816
RSF1	5.4811
CTSC	5.4777
DIXDC1	5.4752
BTN2A3P	5.4732
TCF25	5.4716
TNFRSF12A	5.4712
ADAM9	5.4693
HSPA4L	5.4693
EFR3A	5.4684
KBTBD8	5.4675
TSG101	5.4672
WASH7P	5.4654
MC1R	5.4642
ARF4	5.4641
ARVCF	5.4613
CXCR5	5.4601
LOC100507144	5.4564
ZNF394	5.4552
POLK	5.4538
APBB2	5.4538
RTCB	5.4521
IP6K2	5.4516
TNKS	5.4509
IDO1	5.4485
NBPF9	5.4483
SMG1P4	5.4468
FXR1	5.445
TP53INP1	5.4443
NEU1.1	5.4432
PPP1R2	5.443
ATG2B	5.4417
PATL2	5.4415
CCND1	5.4408
AKT1S1	5.4402
UAP1	5.4394
GON4L	5.4375
FAM126B	5.4341
YOD1	5.4319
ZNF723	5.4313
TFEC	5.4309
KLHL24	5.43
ETS2	5.427
CERT1	5.4269
LPP	5.426
HECTD2	5.4248
BORCS7	5.4247
HLA-B.2	5.4232
ATXN7	5.4228
HLA-E	5.4196
WDFY3	5.419
TOR1AIP2	5.4181
NT5C2	5.4165
TRIP12	5.4155
BPNT2	5.4135
TSC22D1	5.412
KAT5	5.4027
MAP7D1	5.4018
PTS	5.4017
SHOC2	5.3997
RBM39	5.3996
PIP5K1A	5.3967
GOLT1B	5.3951
H2AB1	5.3947
GXYLT2	5.3872
IL17C	5.3859
NR1D1	5.3846
SCUBE2	5.3829
PRPF38B	5.3806
RPS6KB1	5.3799
MYRFL	5.3798
RCAN2	5.3789
CRY2	5.3759
PLXNA2	5.3755
ZNF451	5.3748
SART3	5.3748
BEND5	5.373
CHP1P2	5.3715
POLR1F	5.3691
CRYBG1	5.3643
GIGYF2	5.362
OPA1	5.3619
ZNF518A	5.3606
STARD8	5.3601
GLG1	5.3538
ADTRP	5.352
SPI1	5.3517
CC2D1B	5.3495
USP16	5.3471
SMAD4	5.3466
RPS6KC1	5.3447
CNOT2	5.3419
LRIG2	5.3386
AP5Z1	5.3382
FBXW7	5.3369
HECA	5.3361
SON	5.336
SGPP1	5.3329
CEP19	5.3313
UFM1	5.3307
DLST	5.3305
TMEM123	5.3292
C11orf86	5.3289
SH2D3A	5.3276
BRAP	5.3275
FBXO34	5.3258
RN7SL124P	5.3225
CCDC85A	5.3206
TCF12	5.3201
RPGR	5.32
MEP1A	5.3171
XAF1	5.3169
STARD10	5.316
RNF10	5.3157
BCORL1	5.3151
RFX5	5.3148
PPP1R10	5.3129
ITGA1	5.3112
MARK2	5.3107
C2orf92	5.3101
ARNTL2	5.3093
GSK3B	5.3082
HEATR9	5.3076
SPSB1	5.307
AREL1	5.3054
PPP4R3A	5.3024
OAS3	5.302
PDPN	5.2998
TMF1	5.2984
WBP2	5.2972
NUP58	5.2961
KIF25-AS1	5.2957
NBPF11	5.295
ASH1L	5.2923
CD69	5.2908
PPID	5.2902
CFAP46	5.2893
PLK2	5.2823
TSPYL2	5.2805
PKN2	5.279
MAP4K3	5.2774
BLCAP	5.2767
HIPK1	5.2764
GPR3	5.2724
RNF114	5.2718
C16orf46	5.2714
CYP20A1	5.2702
RP9P	5.2695
VAV3	5.2693
SDF4	5.2691
SEC14L1	5.2677
CFB.2	5.2665
MIR6821	5.2639
STK3	5.2636
DNTTIP2	5.2632
CASZ1	5.2583
FAM91A1	5.2561
EIF3J	5.2554
ZEB2	5.2516
TM9SF3	5.2508
S100A13	5.2502
LINC00421	5.2493
ZBTB49	5.249
PHLPP1	5.249
UEVLD	5.2456
GRPR	5.2448
HIF1A-AS1	5.2439
PYROXD1	5.2438
CPD	5.2417
TBX2	5.2408
ZNF671	5.2401
ME1	5.2396
RASSF6	5.2392
ZC3H15	5.2365
CYB5R2	5.235
MN1	5.2349
BIN3	5.2343
DIP2B	5.2338
TRIM69.1	5.233
PRRG4	5.2322
PCMTD1	5.2319
RALA	5.2307
ANKFY1	5.2281
SLC25A28	5.2254
YIPF3	5.2249
DDX21	5.2238
SLC39A1	5.2238
CCDC186	5.2209
EFNB2	5.2206
C1orf21	5.2182
EDIL3	5.2123
EAPP	5.21
BMP6	5.2077
DDIT4L	5.2026
GBP1	5.2001
IFIT3	5.1992
FAM222A	5.1988
FZR1	5.1987
DOK2	5.1943
BCL2L13	5.1912
MED10	5.1911
ESPL1	5.1897
CFL2	5.1871
PRMT1	5.1849
ATF2	5.1846
PAPOLG	5.1784
EWSR1	5.1771
GMEB2	5.1765
PDE12	5.1744
WBP4	5.1737
SLC15A3	5.1727
FRMD1	5.1694
CCDC174	5.1634
ATP6AP1	5.1633
ZNF687	5.1627
SAMD9	5.1621
SRP54	5.1615
SEC24B	5.1612
OSER1	5.1597
RN7SL809P	5.1579
ASB11	5.1558
PTGFR	5.1546
TRAPPC6B	5.1544
CAST	5.1541
NR4A1	5.1539
PEX7	5.1493
KCNJ2-AS1	5.1484
NUP62CL	5.148
OSBP	5.148
WASL	5.1476
MORF4L2	5.1476
SCAT8	5.1453
PINX1	5.1443
SEMA4A	5.1434
FOXP1	5.1416
SELENOW	5.1397
CCT6P3	5.1391
ARG2	5.1374
CLDND1	5.1357
GTF2F2	5.1355
CD5	5.1351
LYRM1	5.1347
NR1D2	5.1341
RPS9.4	5.1303
NFATC2	5.1295
LTA.1	5.1291
CSNK2A1	5.129
RGPD5	5.1289
RGS1	5.1283
ETF1	5.1281
UGP2	5.1278
MYO1A	5.1278
BNIP5	5.1254
BDP1.1	5.1246
SREK1	5.1241
CRACD	5.1203
RFX7	5.1118
TWIST1	5.1098
LAMTOR3	5.1089
OGA	5.1069
STIP1	5.1063
PTAFR	5.1055
RAB3GAP1	5.1037
NECAB1	5.1028
SERF1A.3	5.1013
TTN	5.1002
SRSF4	5.0997
TJAP1	5.0988
BMP2	5.0987
DPM1	5.0969
DTX4	5.0969
RHOQ	5.0953
RIC1	5.0938
MYCL-AS1	5.0932
GBF1	5.0928
PDLIM4	5.091
KRT7	5.0906
SLC30A1	5.0871
PHF11	5.0861
CAMTA1	5.0849
RAB13	5.0838
RAB14	5.0833
MX1	5.083
GAS2L3	5.0822
HSP90B2P	5.0811
LARP4B	5.0792
TP53	5.0792
IFI16	5.0778
MAK	5.0735
UBN2	5.072
TRIM5	5.0671
BASP1	5.0648
STRN4	5.0642
CKB	5.0627
SELENOI	5.0617
SGTB	5.0605
TMEM127	5.0593
NBPF25P	5.0588
GATA6	5.0577
RSC1A1	5.0576
LINC01686	5.0566
CLEC2D	5.0555
UBE2E2-AS1	5.0538
SELENOK	5.0534
MICAL3	5.0527
NEDD4	5.0526
ISG20	5.0521
SYS1	5.0511
PKIG	5.0498
FGF18	5.0492
ERCC6L2	5.0487
SP110	5.0486
VPS39	5.0468
OLIG2	5.0455
C3orf38	5.0454
SHB	5.0413
UBE2A	5.0399
RBM19	5.0395
CNTNAP3C	5.0388
PCNX1	5.0332
AZI2	5.0309
ZXDA	5.0284
IPMK	5.0256
YES1	5.0249
LGALS3	5.0238
ARRDC4	5.0234
RPRD1B	5.022
CHMP4A	5.0217
ASH1L-AS1	5.0204
JUND	5.0187
TSC1	5.0181
PHF1	5.0167
TNFSF14	5.0148
UBXN1	5.0147
DCHS2	5.0142
SEC62	5.0141
MED17	5.0132
SMG1	5.0111
SAMD9L	5.0083
PPP2R3A	5.0068
ECD	5.0053
FST	5.004
FAM214A	5.0028
TRIM23	5.0016
TPD52	5.0006
NOTCH1	4.9988
WASHC2A	4.9975
BLOC1S2	4.9971
PIBF1	4.9962
ZNF148	4.9943
FSD1L	4.9908
TSPAN2	4.9903
ANKRD18A	4.9895
GOLGA7	4.9886
TMBIM1	4.9857
SPTLC1	4.9847
TRIM8	4.9812
SMCHD1	4.9747
ITPKC	4.9742
HPS5	4.9726
WDR20	4.972
H1-10	4.9716
PER2	4.971
ZNF804A	4.9661
AP3M1	4.9658
ABCB4	4.9652
TIPRL	4.964
NUDT9	4.9631
LRRFIP2	4.963
LIMD2	4.9588
XIRP1	4.9579
PRCC	4.9578
RNMT	4.9577
LRCH1	4.9571
COPS2	4.9566
CHTOP	4.9559
USP8	4.9558
MIDEAS	4.9532
PLPPR5	4.9518
CAPN7	4.9516
DNAH17	4.9479
CD274	4.9471
BAZ2A	4.9468
GYS1	4.9453
ZNF35	4.9423
HNRNPH3	4.9397
SLC50A1	4.937
ZEB1	4.9351
MAP2K4	4.9341
SUCO	4.9323
PLEKHA4	4.9286
ZBTB46	4.9281
TRIM33	4.9267
GATAD2B	4.926
KCTD10	4.9235
AP4E1	4.9229
HUNK	4.9228
PHLPP2	4.9223
SLAIN2	4.9223
GRIK4	4.9216
MAPRE1	4.9213
FAM177A1	4.9198
COL4A1	4.9171
TRIM22	4.914
DNAJC25	4.9115
SOX5	4.9105
NPTX2	4.9088
AKAP8	4.9085
IMPA1	4.9081
ZNF506	4.9068
U2AF1L4	4.905
TNF	4.9047
CDK14	4.9033
LPAR1	4.9023
PSMD7	4.9012
OSR2	4.9008
APBA3	4.9005
SIK1B	4.9003
TOMM34	4.8962
KCNB2	4.8946
DBI	4.8918
PAXBP1	4.891
PTPN2	4.8908
DOCK4	4.8884
ADPGK-AS1	4.8856
KLHDC10	4.8853
BLZF1	4.8851
SHC2	4.884
LOC105379391	4.8837
KPNA5	4.8795
CD99	4.8792
NCK2	4.8785
EMP1	4.8734
ADRA2B	4.8723
WHRN	4.8712
ZNF680	4.8687
SLC9A1	4.8676
PRR14	4.8675
JADE2	4.8667
CDK11A	4.8666
NAPA	4.865
LRFN5	4.8619
KRT8P46	4.8609
CDK8	4.8602
SRSF6	4.8583
WAKMAR2	4.8582
WIPF2	4.8576
TUG1	4.8552
GCC2	4.8536
KYAT3	4.8535
HELQ	4.8475
TMEM184B	4.8465
NOCT	4.8462
SMIM29	4.8425
BTG3-AS1	4.842
CYP27B1	4.8413
IPPK	4.8406
POLR2M	4.8404
RN7SL237P	4.8386
ELL	4.8381
GNB1	4.8378
NIPBL	4.8347
ZMYM4	4.8335
FKRP	4.8316
CLIC6	4.8302
HLA-B	4.83
STXBP3	4.8294
OSBPL3	4.8255
G2E3	4.8253
MBOAT7.1	4.8234
GPRIN3	4.8233
NPLOC4	4.8232
ANXA8	4.8229
RAD54L2	4.8224
PTP4A1	4.8209
H1-4	4.82
MFSD14A	4.8198
MTMR9	4.819
TMEM185B	4.8181
AP1B1	4.8165
PCGF3	4.8156
BSDC1	4.8153
CACUL1	4.8145
ZSCAN25	4.8138
SLC16A3	4.8113
ZBTB1	4.8094
GCC1	4.809
OSM	4.8075
NPTX1	4.8067
CCDC9	4.8064
LINC00960	4.8059
FRYL	4.8033
ROR2	4.8028
UBR3	4.7994
CACNA2D1	4.7992
RIT1	4.7974
VAX2	4.7958
LIFR	4.7938
TRADD	4.7927
RNVU1-4	4.7924
MIR3150BHG	4.7921
VPS37A	4.7908
BET1	4.7907
SLC35D1	4.7901
ZNF79	4.7899
RGCC	4.7898
RAB7A	4.7893
HLA-F.3	4.7859
ZNF655	4.7843
FCHO2	4.7839
HLA-B.1	4.7837
USP7	4.7828
OSTM1	4.7826
ACKR3	4.7824
UBR1	4.7814
ARPIN-AP3S2	4.7773
PRR7	4.7771
PAN3	4.7752
UBQLN1	4.7733
CIR1	4.7721
SRSF10	4.7683
TESK1	4.768
GMEB1	4.7651
GRIPAP1	4.765
LINC00877	4.762
ATP1B4	4.7615
ZNF124	4.7614
MOK	4.7612
PLEKHA3	4.7603
SYN1	4.7602
USP47	4.7595
CSNK2A2	4.7567
MED12	4.7552
TENT4B	4.7549
SRRM1	4.7539
CPXM1	4.7526
MCOLN2	4.7518
BOD1L1	4.7516
H2BC5	4.7499
H2BS1	4.7493
NGDN	4.7483
ZNF12	4.7477
FLJ31104	4.7477
MIR22HG	4.7463
GCLC	4.7458
RBM33	4.7452
RNU6-6P	4.7452
MYO1E	4.7445
ZNF264	4.7443
SNW1	4.7441
CREB3	4.7434
RBM27	4.7421
ZNF207	4.7419
DNM1L	4.7362
MALT1	4.7353
PRXL2C	4.7341
GRIN2D	4.7333
SENP2	4.7332
OSBPL2	4.7321
DDX3X	4.7318
SASH1	4.7307
RN7SL751P	4.7297
ATP13A3	4.7291
TMEM50A	4.7248
ZBTB11	4.7241
TNKS1BP1	4.7198
CCDC57	4.7191
MYO5A	4.7181
RNA5S2	4.7154
NAA30	4.7146
UBAP2	4.7136
BAMBI	4.7116
VCAM1	4.7106
GATA6-AS1	4.7105
TCEAL9	4.7078
PPP1R18	4.7075
GSAP	4.7069
ADNP2	4.7063
NSD3	4.7062
FAM76B	4.7062
RARRES1	4.7032
TXNIP	4.7015
GPR137	4.7001
STK19.1	4.6995
ADNP	4.6977
DDX60	4.6974
DCTN4	4.6967
ALAS1	4.696
MMADHC	4.6954
MFAP3	4.695
SP3	4.6938
PLA2G7	4.6937
RBM47	4.6934
MIR137HG	4.6931
PMS2CL	4.6929
SATB2	4.6907
VIM	4.6898
UIMC1	4.6897
CHMP2B	4.6885
ARF1	4.6881
CLK3	4.6879
LOC101928002	4.6866
EPB41L2	4.6862
ABHD13	4.6855
H2AC18	4.684
HPN	4.684
CENPC	4.6822
FOS	4.6821
COL6A2	4.6811
ATP6AP2	4.6779
FLCN	4.6766
GNPTAB	4.6745
BRAFP1	4.6744
PCCA-DT	4.6733
LOC100506098	4.6732
CHST7	4.6692
PHF6	4.6678
HERC6	4.6671
LPL	4.6651
NEK7	4.6648
PEF1	4.6633
USP38	4.6615
LINC01093	4.6595
RN7SL847P	4.6589
STK19.4	4.6572
TSPYL4	4.657
RIMS2	4.6557
CCDC157	4.6498
DNAJC2	4.6475
H1-3	4.6469
KIAA1191	4.6463
LINC00158	4.6456
GOLPH3	4.6452
CD53	4.6417
TRIP11	4.6411
MANBA	4.6399
USPL1	4.6383
PPP4R4	4.6382
TMEM131	4.6373
ZBTB26	4.6373
AQP1	4.6352
RGMB	4.635
MRPL15	4.6349
C16orf87	4.6343
IKBKB	4.6337
DARS1-AS1	4.6284
MICB	4.6279
AHSA1	4.6232
BTAF1	4.6215
ANKRD37	4.6208
H1-0	4.6203
MAU2	4.6195
ZNF136	4.6149
BDKRB2	4.611
LAD1	4.611
IL1RAP	4.61
NCOA1	4.6095
TREM1	4.6092
ISG15	4.6023
SYNGAP1	4.6011
CERS5	4.5994
WARS2	4.5992
SNHG12	4.5985
ZPR1	4.5973
COL1A1	4.5919
CD164	4.5916
BBIP1	4.5907
CHIT1	4.5906
RGS2	4.5898
BUD31	4.5889
PABPC4	4.5875
CLCNKA	4.5866
LOC339192	4.5863
SRGAP1	4.5844
LANCL2	4.5823
CXCL9	4.5812
GPR156	4.5812
MUC12	4.5803
TLE4	4.5792
GPR107	4.578
LOC730101	4.5774
SPTAN1	4.5771
ABCE1	4.5764
TNC	4.5756
AKAP17A	4.5734
ERRFI1	4.5708
PLLP	4.5701
ELF1	4.5695
ERICH1	4.5674
TOP1	4.5673
HAUS2	4.5671
TNFSF15	4.5661
PAK4	4.564
SLC8A3	4.5614
APCDD1L-DT	4.5607
ANO3	4.5601
TMEM87B	4.5586
SMURF2	4.5586
IL1R1	4.5573
ATP6V1C1	4.5571
PSPC1P1	4.5532
HSD17B7P2	4.5518
TNIK	4.5514
PPFIA1	4.5506
PGGT1B	4.5475
SMIM14	4.5462
C16orf72	4.5459
ISLR	4.5445
ZNF431	4.5443
INSIG1	4.5435
PLEKHM1	4.5427
CASP10	4.5417
DNAJA1P2	4.5401
ZNF26	4.5393
MMP16	4.5387
SBDSP1	4.538
KAT6B	4.5358
ADPRHL1	4.5356
STX3	4.5332
RBM28	4.5319
PSME4	4.5316
ZBTB39	4.5299
DCTD	4.5275
SHE	4.5271
DPYSL2	4.5268
PHIP	4.5255
BEST3	4.5253
TTC33	4.5248
ZNF350	4.5242
KCTD20	4.5238
SLC7A5P1	4.5227
ANXA2	4.5213
PNPT1	4.5201
ZFAS1	4.5188
CANT1	4.518
HLA-A	4.5171
REST	4.5166
AGRN	4.5076
ARL14EP	4.5062
MAN1A2	4.505
CMTR1	4.5046
NEPRO	4.5035
ZNF266	4.5025
RBM18	4.5014
LSR	4.4986
ZIC2	4.4984
MAGEB1	4.4975
ARHGAP21	4.4974
LRRC8A	4.4972
DAXX	4.4971
SNRNP48	4.4941
CWC22	4.4932
RAB20	4.4921
ANKRD34B	4.492
PIK3CA	4.491
STK19.2	4.4903
IGFBP5	4.4897
GPR141	4.4892
GTF3C4	4.4888
AHCYL1	4.4879
PPP6C	4.487
MID2	4.4864
ZNF720	4.4849
ATG14	4.4837
KDM7A	4.4831
TAMALIN	4.4803
KLF3	4.4775
MOB1A	4.4752
TAPT1	4.4726
HSPA1B.1	4.4712
GULP1	4.4709
KRT23	4.4708
REPIN1	4.4684
LINC01347	4.4659
LINC01441	4.4655
MLIP	4.4646
RETREG1	4.4643
DCTN5	4.4591
PTGS1	4.457
HLA-C	4.4553
SRPRA	4.4527
ZNF3	4.4526
FOSL1	4.4521
KATNA1	4.4517
KIAA0895	4.4514
HCCS	4.4506
TERF2	4.4501
RELT	4.4469
RBM8A	4.4456
NSUN6	4.4444
LOC653653	4.4436
NRAS	4.4427
IFIT1	4.4414
NBL1	4.4407
MMP10	4.4406
MDM4	4.4389
TBL1X	4.4384
SIAH2	4.4377
PBX2.3	4.4355
PTGIR	4.4353
MCCC2.1	4.4298
FAM160A1	4.4288
CSRNP2	4.4273
KDM5B	4.4266
KDM4C	4.4264
SF3B1	4.4252
GP1BA	4.4216
ZCCHC10	4.4214
CASP4	4.4208
ZNF776	4.4203
SWT1	4.4193
SEC14L3	4.4174
ST20	4.4158
SLC25A34	4.4153
MAP3K4	4.4149
ZNF8-ERVK3-1	4.4148
SRCAP	4.4132
TAC3	4.4119
MPC1	4.4108
SMOX	4.4106
ENSA	4.4104
PARP9	4.4103
VAMP7	4.4093
URGCP	4.409
ADCY8	4.4087
ABCF1.3	4.406
OAS1	4.4054
LPXN	4.4049
RHOC	4.4044
BCOR	4.4036
DHRS12	4.4033
ACO1	4.4025
LRRC8B	4.4019
LOC100419170	4.4007
SUPT7L	4.3994
KLHL15	4.398
RNF19A	4.3975
GLIS3	4.3968
COL6A1	4.396
SPG11	4.3956
KRR1	4.3955
IL27	4.3953
TTL	4.3924
BTG3.1	4.3923
NAPG	4.3919
ACSM1	4.3917
UBASH3A	4.3914
SUMO4	4.3914
CLIC2	4.39
RP2	4.3897
BOD1	4.3885
SYNJ2	4.3874
LINC01465	4.3874
RIN2	4.3871
DDX39B.3	4.3858
DNER	4.3845
SLC6A8	4.3829
UBE2I	4.382
ADGRE5	4.3811
ADAM3A	4.3801
ENO3	4.379
SURF4	4.3787
CLIP1	4.3785
ERP44	4.3779
LINC00605	4.3775
UBXN2A	4.3772
TMBIM6	4.3765
TWF1	4.3748
RESF1	4.3743
KLF9	4.3738
RPL7P24	4.3734
COX19	4.3729
TBPL1	4.3704
MSL2	4.3701
GPRC5B	4.3695
DENND4C	4.3682
ERVK3-1	4.3675
LINC02392	4.3671
RSBN1L	4.3661
HMG20A	4.3647
ZNF695	4.3637
ST6GAL1	4.3634
SUPT4H1	4.3632
STAM2	4.3625
MIOS	4.3625
AP5M1	4.3622
PPP4R3B	4.3592
KDM3A	4.3575
P3H2	4.3572
ABCC1	4.357
ARFIP1	4.3561
TRIM39	4.3523
GRIK2	4.3499
SLIT2	4.3496
ARNTL	4.3492
CCDC32	4.349
RAB3GAP2	4.3484
DHX58	4.3483
GNG12	4.3478
H2BC21	4.3476
ZNF674	4.3475
TOGARAM1	4.3474
NAA16	4.3472
TMEM260	4.3437
MAFK	4.3404
PRKCD	4.3403
ANKRD18B	4.3377
FAM118B	4.3374
HEATR5A	4.337
PMP22	4.3359
CASP4LP	4.3355
QPCT	4.3354
MAPKAPK5	4.3354
HOXC11	4.3345
CYTH3	4.3343
NCBP3	4.3333
C3orf62	4.3332
UBE3A	4.3329
AGBL4	4.3323
PALLD	4.3314
MRPS22	4.3305
MLF1	4.3266
NABP1	4.3262
ADPGK	4.3258
GUCY1B2	4.3246
DCAF10	4.3229
TDG	4.3223
B4GALNT2	4.3216
C15orf48	4.3214
FCAR.3	4.3209
SRPK1	4.3208
GTF3C3	4.3197
EMC3	4.3185
TRIM26.1	4.3162
LRRC49	4.3151
SMN1	4.3145
CLCN6	4.3138
NEURL3	4.3126
TASOR2	4.3108
ADM	4.3075
FKBP4	4.3074
COPA	4.307
CNOT3.1	4.3067
ARL8A	4.3067
TERF2IP	4.306
CCNJ	4.3048
FBXW11	4.3047
REXO1	4.3027
SEC23IP	4.3026
WDR75	4.3026
SF3A1	4.3025
RBPJ	4.3024
MED6	4.3023
SMIM7	4.3014
ZBTB9	4.2995
CINP	4.2953
ABCF1	4.2946
PRPF4B	4.2915
IPCEF1	4.2889
FOXF1	4.2851
LOC643381	4.284
KLHL2	4.2827
EIF4A2	4.2823
H2BC12	4.2788
ZNF223	4.2783
MANBAL	4.2769
LRRC37A2	4.2763
EZR	4.2759
WNT4	4.2752
USP25	4.2749
ZNF304	4.2725
IBTK	4.2708
SH3GL2	4.2696
STAT2	4.2667
MYO6	4.2648
ZFYVE27	4.2642
SLC25A44	4.2627
HCP5	4.2601
SMPD1	4.2598
PYGO1	4.2588
LFNG	4.257
SERPINE1	4.2566
C5orf51	4.2553
PRKAR1B	4.2535
CYBB	4.2532
H2AB3	4.2516
UBXN4	4.2503
CDC37L1	4.2482
CGGBP1	4.2454
SGPL1	4.2428
KCMF1	4.2426
GALNT1	4.2396
LOX	4.2394
PPME1	4.2382
CHMP1B	4.2363
CYTH2	4.235
ATG12	4.2342
CITED4	4.2336
SYT5	4.2334
PHF21A	4.2329
OTUD6B-AS1	4.2324
PRODH2	4.2322
UHRF1BP1	4.2316
ING2	4.2313
ZNF721	4.2311
NEAT1	4.229
HMGN3-AS1	4.2277
METTL1	4.2269
KMT2A	4.2258
MTF2	4.2251
CRTC3	4.2249
PDE8A	4.2245
PRKAB1	4.2235
LETM2	4.2233
RIPK1	4.2223
THAP9-AS1	4.2223
MAP3K13	4.2218
TMEM200A	4.2214
ZCCHC8	4.2211
PRRG1	4.2204
RRP12	4.2176
NCF1	4.2164
STK19.3	4.2142
ARFGAP3	4.214
CACNA1B	4.2138
SLC34A2	4.2127
DNAJB12	4.2127
PDGFRL	4.2123
ZNF704	4.2122
BAIAP2	4.2117
LOC101929099	4.2116
HTN1	4.2109
FBXO30	4.21
ZNF295-AS1	4.2098
ITPRIP	4.2086
KHDRBS3	4.2058
ENTPD2	4.2037
NUP54	4.2026
ZNF274	4.1995
RC3H1	4.1995
STARD3NL	4.1993
GPN2	4.198
SETD2	4.197
MAPK6	4.1961
JMJD1C	4.1921
TUBB2B	4.1906
CAPZA2	4.1901
PDHX	4.1899
EN2	4.1899
NECTIN2	4.188
NPNT	4.1867
PPP2R2D	4.1827
CDK7.1	4.1803
HLA-DRA	4.1783
ZBTB2	4.1762
H2BC8	4.1744
RLIM	4.1741
DENND3	4.1739
PDLIM1P4	4.1726
GALNT9	4.1711
MMP9	4.1696
ZC3H13	4.1692
SPATA18	4.1676
TLR6	4.1673
KITLG	4.1665
ESF1	4.1653
ZNF100	4.165
SAFB2	4.1647
TEX41	4.1647
WWP1	4.1632
KIF21A	4.162
FCGR1CP	4.1601
NR5A2	4.1594
GTDC1	4.1591
FBXL20	4.1591
RBM24	4.1576
SEMA3B	4.1559
ANO6	4.1534
PAIP2	4.153
MTHFS	4.1527
UBE4A	4.1524
MYL5	4.1522
CRBN	4.1503
PTAR1	4.1502
FAM110A	4.1499
CTNNB1	4.1491
LYSMD3	4.1471
KRCC1	4.1451
RIMS1	4.1408
ROCK1	4.1394
SLC25A12	4.1374
THUMPD3-AS1	4.1352
FAM241A	4.1344
XKR6	4.1338
SNX19	4.1336
IL15	4.1313
H2AC8	4.1303
LINC02015	4.1276
