GO.ID	Description	p.Val	FDR	Phenotype	Genes
POSITIVE REGULATION OF ENDOPEPTIDASE ACTIVITY%GOBP%GO:0010950	positive regulation of endopeptidase activity	0.009807918073182605	0.009807918073182605	+1	
PROTEIN-DNA COMPLEX%GOCC%GO:0032993	protein-DNA complex	0.009926753629524127	0.009926753629524127	+1	
PMC6070710__F10	Sepantronium Bromide (YM-155) on the Whole Transcriptome of MDA-MB-231 Cells: Highlight on Impaired ATR/ATM Fanconi Anemia DNA Damage Response	0.009951418879302372	0.009951418879302372	+1	
ACTIVATION OF THE PRE-REPLICATIVE COMPLEX%REACTOME%R-HSA-68962.6	Activation of the pre-replicative complex	0.009951418879302372	0.009951418879302372	+1	
AMPLIFICATION OF SIGNAL FROM THE KINETOCHORES%REACTOME DATABASE ID RELEASE 78%141424	Amplification of signal from the kinetochores	0.009972596858880915	0.009972596858880915	+1	
AMPLIFICATION OF SIGNAL FROM UNATTACHED KINETOCHORES VIA A MAD2 INHIBITORY SIGNAL%REACTOME%R-HSA-141444.4	Amplification of signal from unattached kinetochores via a MAD2 inhibitory signal	0.009972596858880915	0.009972596858880915	+1	
RESPONSE TO OXYGEN LEVELS%GOBP%GO:0070482	response to oxygen levels	0.010480160281641915	0.010480160281641915	+1	
PMC8284093__F11	Genomic Response to TGFB1 Dictates Failed Repair and Progression of Fibrotic Disease in the Obstructed Kidney	0.010596193255906062	0.010596193255906062	+1	
MITOCHONDRIAL MEMBRANE%GOCC%GO:0031966	mitochondrial membrane	0.010602500210345898	0.010602500210345898	+1	
PMC5098220__F3	Multi-label ℓ2-regularized logistic regression for predicting activation/inhibition relationships in human protein-protein interaction networks	0.010605812914338781	0.010605812914338781	+1	
IL2-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2-MEDIATED SIGNALING EVENTS	IL2-mediated signaling events	0.010605812914338781	0.010605812914338781	+1	
B CELL ACTIVATION%PANTHER PATHWAY%P00010	B cell activation	0.010605812914338781	0.010605812914338781	+1	
HEMOPOIESIS%GOBP%GO:0030097	hemopoiesis	0.010761774855508227	0.010761774855508227	+1	
POSITIVE REGULATION OF TELOMERE MAINTENANCE%GOBP%GO:0032206	positive regulation of telomere maintenance	0.011176809827391504	0.011176809827391504	+1	
PMC7970325__F8	Reconstructed differential DNA repair molecular network for the comparison of Papillary cancer (PC) vs Follicular cancer (FC)	0.011176809827391504	0.011176809827391504	+1	
REGULATION OF PLK1 ACTIVITY AT G2 M TRANSITION%REACTOME%R-HSA-2565942.3	Regulation of PLK1 Activity at G2 M Transition	0.011413303331374235	0.011413303331374235	+1	
TNF ALPHA SIGNALING%WIKIPATHWAYS_20240910%WP231%HOMO SAPIENS	TNF alpha signaling	0.011452752687035833	0.011452752687035833	+1	
PHOSPHATIDYLINOSITOL BINDING%GOMF%GO:0035091	phosphatidylinositol binding	0.011696756928979757	0.011696756928979757	+1	
SIGNALING BY ALK IN CANCER%REACTOME%R-HSA-9700206.5	Signaling by ALK in cancer	0.011995636935357695	0.011995636935357695	+1	
REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:1901796	regulation of signal transduction by p53 class mediator	0.011995636935357695	0.011995636935357695	+1	
SIGNALING BY ALK FUSIONS AND ACTIVATED POINT MUTANTS%REACTOME%R-HSA-9725370.3	Signaling by ALK fusions and activated point mutants	0.011995636935357695	0.011995636935357695	+1	
PMC10311176__F3	Transcriptome analysis of CD4+ T cells from HIV-infected individuals receiving ART with LLV revealed novel transcription factors regulating HIV-1 promoter activity	0.012145397450132909	0.012145397450132909	+1	
ATR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATR SIGNALING PATHWAY	ATR signaling pathway	0.012349810967895015	0.012349810967895015	+1	
NUCLEAR PERIPHERY%GOCC%GO:0034399	nuclear periphery	0.012353122478892718	0.012353122478892718	+1	
PMC9495868__F4	Suppressing the PI3K/AKT Pathway by miR-30d-5p Mimic Sensitizes Ovarian Cancer Cells to Cell Death Induced by High-Dose Estrogen	0.012489492459347688	0.012489492459347688	+1	
TRAF6 MEDIATED INDUCTION OF NFKB AND MAP KINASES UPON TLR7 8 OR 9 ACTIVATION%REACTOME%R-HSA-975138.5	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7 8 or 9 activation	0.012504842681006833	0.012504842681006833	+1	
HISTONE DEACETYLASE COMPLEX%GOCC%GO:0000118	histone deacetylase complex	0.012540470756380075	0.012540470756380075	+1	
PMC7086350__F1	DDR core gene amplification across pan-cancer	0.012699069449050445	0.012699069449050445	+1	
PID_MYC_ACTIV_PATHWAY%MSIGDB_C2%PID_MYC_ACTIV_PATHWAY	PID_MYC_ACTIV_PATHWAY	0.012699069449050445	0.012699069449050445	+1	
MITOCHONDRIAL GENE EXPRESSION%GOBP%GO:0140053	mitochondrial gene expression	0.013161778353876871	0.013161778353876871	+1	
RRNA PROCESSING%GOBP%GO:0006364	rRNA processing	0.013338085792184774	0.013338085792184774	+1	
MITOTIC SPINDLE%GOCC%GO:0072686	mitotic spindle	0.013821501742900238	0.013821501742900238	+1	
MITOTIC G1 PHASE AND G1 S TRANSITION%REACTOME%R-HSA-453279.6	Mitotic G1 phase and G1 S transition	0.013944199422163317	0.013944199422163317	+1	
P53 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P53 PATHWAY	p53 pathway	0.014103414062992405	0.014103414062992405	+1	
REGULATION OF MITOTIC SISTER CHROMATID SEPARATION%GOBP%GO:0010965	regulation of mitotic sister chromatid separation	0.014103414062992405	0.014103414062992405	+1	
CANCER PATHWAYS%WIKIPATHWAYS_20240910%WP5434%HOMO SAPIENS	Cancer pathways	0.01431321563099555	0.01431321563099555	+1	
NERVOUS SYSTEM DEVELOPMENT%REACTOME%R-HSA-9675108.3	Nervous system development	0.014338057296053103	0.014338057296053103	+1	
EGF RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P00018	EGF receptor signaling pathway	0.014409490542430231	0.014409490542430231	+1	
EML4 AND NUDC IN MITOTIC SPINDLE FORMATION%REACTOME%R-HSA-9648025.3	EML4 and NUDC in mitotic spindle formation	0.015157123894509891	0.015157123894509891	+1	
ERBB1 DOWNSTREAM SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB1 DOWNSTREAM SIGNALING	ErbB1 downstream signaling	0.015168371728083354	0.015168371728083354	+1	
REGULATION OF INTRACELLULAR TRANSPORT%GOBP%GO:0032386	regulation of intracellular transport	0.015430339309272767	0.015430339309272767	+1	
NEGATIVE REGULATION OF CYTOKINE PRODUCTION%GOBP%GO:0001818	negative regulation of cytokine production	0.015433570044248788	0.015433570044248788	+1	
PMC2565686__F6	Merger of the interaction maps for the three human proteins ING1, MEKK, and p38a (p38MAPK) based on empirical data retrieved from the STRING database	0.015771431712114647	0.015771431712114647	+1	
DNA CONFORMATION CHANGE%GOBP%GO:0071103	DNA conformation change	0.015771431712114647	0.015771431712114647	+1	
GOLGI ASSOCIATED VESICLE BIOGENESIS%REACTOME%R-HSA-432722.5	Golgi Associated Vesicle Biogenesis	0.015771431712114647	0.015771431712114647	+1	
RIBONUCLEOSIDE TRIPHOSPHATE PHOSPHATASE ACTIVITY%GOMF%GO:0017111	ribonucleoside triphosphate phosphatase activity	0.01602867251866915	0.01602867251866915	+1	
LOCALIZATION WITHIN MEMBRANE%GOBP%GO:0051668	localization within membrane	0.016122850317740016	0.016122850317740016	+1	
POSITIVE REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051251	positive regulation of lymphocyte activation	0.016308226393939067	0.016308226393939067	+1	
CELLULAR COMPONENT DISASSEMBLY%GOBP%GO:0022411	cellular component disassembly	0.016310054042080836	0.016310054042080836	+1	
REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002694	regulation of leukocyte activation	0.016618040341507552	0.016618040341507552	+1	
NEGATIVE REGULATION OF CANONICAL NF-KAPPAB SIGNAL TRANSDUCTION%GOBP%GO:0043124	negative regulation of canonical NF-kappaB signal transduction	0.01743316767316614	0.01743316767316614	+1	
ESTABLISHMENT OR MAINTENANCE OF CELL POLARITY%GOBP%GO:0007163	establishment or maintenance of cell polarity	0.017873189327459148	0.017873189327459148	+1	
CELLULAR RESPONSE TO OXYGEN LEVELS%GOBP%GO:0071453	cellular response to oxygen levels	0.017986716649053658	0.017986716649053658	+1	
CELLULAR RESPONSE TO CHEMICAL STRESS%GOBP%GO:0062197	cellular response to chemical stress	0.018295126583094484	0.018295126583094484	+1	
REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.018357525481944224	0.018357525481944224	+1	
SITE OF DOUBLE-STRAND BREAK%GOCC%GO:0035861	site of double-strand break	0.018358276788291685	0.018358276788291685	+1	
SEQUENCE-SPECIFIC DNA BINDING%GOMF%GO:0043565	sequence-specific DNA binding	0.01853499422034681	0.01853499422034681	+1	
AXON GUIDANCE%REACTOME DATABASE ID RELEASE 78%422475	Axon guidance	0.01862322431721754	0.01862322431721754	+1	
ATPASE COMPLEX%GOCC%GO:1904949	ATPase complex	0.019390174600630663	0.019390174600630663	+1	
ANTIGEN PROCESSING: UBIQUITINATION & PROTEASOME DEGRADATION%REACTOME DATABASE ID RELEASE 78%983168	Antigen processing: Ubiquitination & Proteasome degradation	0.01946492206619931	0.01946492206619931	+1	
PMC2889938__F2	Target gene regulatory network, NFKB/RelA:P50	0.019583987159801867	0.019583987159801867	+1	
REGULATION OF CELL MOTILITY%GOBP%GO:2000145	regulation of cell motility	0.0196234943705442	0.0196234943705442	+1	
NEGATIVE REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	0.019971457155499583	0.019971457155499583	+1	
ENDOCYTOSIS%GOBP%GO:0006897	endocytosis	0.020199330175867142	0.020199330175867142	+1	
POSITIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	0.020317989596493863	0.020317989596493863	+1	
SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:0072331	signal transduction by p53 class mediator	0.020381110253084773	0.020381110253084773	+1	
MITOTIC METAPHASE AND ANAPHASE%REACTOME DATABASE ID RELEASE 78%2555396	Mitotic Metaphase and Anaphase	0.020768227978615567	0.020768227978615567	+1	
NEGATIVE REGULATION OF PROTEIN PHOSPHORYLATION%GOBP%GO:0001933	negative regulation of protein phosphorylation	0.021223902224784656	0.021223902224784656	+1	
PMC3091413__F4	Results of pathway prediction and network modeling showing interactions between genes containing SNPs associated with risk for breast cancer and genes involved in the Notch signaling and other biological pathways based on the Caucasian population	0.02154161992484988	0.02154161992484988	+1	
PMC5622284__F2	Upregulated genes involved in cell cycle regulated processes at 7 days after a single dose of 2 Gy X-rays	0.021823942268837646	0.021823942268837646	+1	
PMC4985183__F3	Phosphoproteome Integration Reveals Patient-Specific Networks in Prostate Cancer	0.021823942268837646	0.021823942268837646	+1	
REGULATION OF DNA-TEMPLATED TRANSCRIPTION ELONGATION%GOBP%GO:0032784	regulation of DNA-templated transcription elongation	0.022217168049552812	0.022217168049552812	+1	
PROTEIN K48-LINKED UBIQUITINATION%GOBP%GO:0070936	protein K48-linked ubiquitination	0.022217168049552812	0.022217168049552812	+1	
BRANCHED-CHAIN AMINO ACID CATABOLISM%REACTOME DATABASE ID RELEASE 78%70895	Branched-chain amino acid catabolism	0.022247385028260708	0.022247385028260708	+1	
INTRA-GOLGI AND RETROGRADE GOLGI-TO-ER TRAFFIC%REACTOME%R-HSA-6811442.2	Intra-Golgi and retrograde Golgi-to-ER traffic	0.022823752153513444	0.022823752153513444	+1	
SUMO E3 LIGASES SUMOYLATE TARGET PROTEINS%REACTOME%R-HSA-3108232.8	SUMO E3 ligases SUMOylate target proteins	0.02313691795774782	0.02313691795774782	+1	
REGULATION OF UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:2000058	regulation of ubiquitin-dependent protein catabolic process	0.02387421976466732	0.02387421976466732	+1	
POSITIVE REGULATION OF CELL CYCLE PROCESS%GOBP%GO:0090068	positive regulation of cell cycle process	0.02403827323747767	0.02403827323747767	+1	
SERINE/THREONINE PROTEIN KINASE COMPLEX%GOCC%GO:1902554	serine/threonine protein kinase complex	0.024363943614049165	0.024363943614049165	+1	
ASPARAGINE N-LINKED GLYCOSYLATION%REACTOME DATABASE ID RELEASE 78%446203	Asparagine N-linked glycosylation	0.024671015579522258	0.024671015579522258	+1	
REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0046822	regulation of nucleocytoplasmic transport	0.02473171883651479	0.02473171883651479	+1	
CELLULAR RESPONSE TO STARVATION%REACTOME%R-HSA-9711097.4	Cellular response to starvation	0.02530212261067161	0.02530212261067161	+1	
CELLULAR RESPONSE TO NUTRIENT LEVELS%GOBP%GO:0031669	cellular response to nutrient levels	0.025439313040266153	0.025439313040266153	+1	
POSITIVE REGULATION OF MIRNA METABOLIC PROCESS%GOBP%GO:2000630	positive regulation of miRNA metabolic process	0.025590276187084714	0.025590276187084714	+1	
POSITIVE REGULATION OF CELL MIGRATION%GOBP%GO:0030335	positive regulation of cell migration	0.025810466397650646	0.025810466397650646	+1	
REGULATION OF MITOTIC NUCLEAR DIVISION%GOBP%GO:0007088	regulation of mitotic nuclear division	0.025864719581986623	0.025864719581986623	+1	
RIBOSOME BINDING%GOMF%GO:0043022	ribosome binding	0.02686254678123018	0.02686254678123018	+1	
POSITIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001235	positive regulation of apoptotic signaling pathway	0.02686254678123018	0.02686254678123018	+1	
PMC3543090__F4	MicroRNA-182-5p targets a network of genes involved in DNA repair	0.026931700357503294	0.026931700357503294	+1	
BARD1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BARD1 SIGNALING EVENTS	BARD1 signaling events	0.026931700357503294	0.026931700357503294	+1	
PMC5582379__F3	Five enriched pathways and their contributing DEGs are shown	0.026931700357503294	0.026931700357503294	+1	
PID_P53_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_P53_DOWNSTREAM_PATHWAY	PID_P53_DOWNSTREAM_PATHWAY	0.027069319437083992	0.027069319437083992	+1	
RNA SPLICING, VIA TRANSESTERIFICATION REACTIONS WITH BULGED ADENOSINE AS NUCLEOPHILE%GOBP%GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	0.027142601337507958	0.027142601337507958	+1	
MITOTIC ANAPHASE%REACTOME DATABASE ID RELEASE 78%68882	Mitotic Anaphase	0.027142601337507958	0.027142601337507958	+1	
MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0000398	mRNA splicing, via spliceosome	0.027142601337507958	0.027142601337507958	+1	
CYTOSKELETAL PROTEIN BINDING%GOMF%GO:0008092	cytoskeletal protein binding	0.027145218216632645	0.027145218216632645	+1	
MACROMOLECULE BIOSYNTHETIC PROCESS%GOMF%GO:0009059	macromolecule biosynthetic process	0.02756059246599122	0.02756059246599122	+1	
UBIQUITIN-LIKE LIGASE-SUBSTRATE ADAPTOR ACTIVITY%GOMF%GO:1990756	ubiquitin-like ligase-substrate adaptor activity	0.027570857283798426	0.027570857283798426	+1	
NEGATIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902750	negative regulation of cell cycle G2/M phase transition	0.027570857283798426	0.027570857283798426	+1	
POSITIVE REGULATION OF DNA RECOMBINATION%GOBP%GO:0045911	positive regulation of DNA recombination	0.027570857283798426	0.027570857283798426	+1	
SYNTHESIS OF DNA%REACTOME DATABASE ID RELEASE 78%69239	Synthesis of DNA	0.02762129597842681	0.02762129597842681	+1	
CLASS I MHC MEDIATED ANTIGEN PROCESSING & PRESENTATION%REACTOME DATABASE ID RELEASE 78%983169	Class I MHC mediated antigen processing & presentation	0.028423395491593402	0.028423395491593402	+1	
TGF-BETA RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TGF-BETA RECEPTOR SIGNALING	TGF-beta receptor signaling	0.028525569778760106	0.028525569778760106	+1	
POSITIVE REGULATION OF MRNA METABOLIC PROCESS%GOBP%GO:1903313	positive regulation of mRNA metabolic process	0.02912690782207125	0.02912690782207125	+1	
MAJOR PATHWAY OF RRNA PROCESSING IN THE NUCLEOLUS AND CYTOSOL%REACTOME%R-HSA-6791226.5	Major pathway of rRNA processing in the nucleolus and cytosol	0.0307194736399173	0.0307194736399173	+1	
GOLGI MEMBRANE%GOCC%GO:0000139	Golgi membrane	0.031102851887145525	0.031102851887145525	+1	
PROTEIN SYNTHESIS: PHENYLALANINE%PATHWHIZ%PW112934	Protein Synthesis: Phenylalanine	0.03130905551135772	0.03130905551135772	+1	
MITOTIC G2/M TRANSITION CHECKPOINT%GOBP%GO:0044818	mitotic G2/M transition checkpoint	0.03138439119164205	0.03138439119164205	+1	
TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES%REACTOME%R-HSA-6791312.5	TP53 Regulates Transcription of Cell Cycle Genes	0.03138439119164205	0.03138439119164205	+1	
REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002819	regulation of adaptive immune response	0.03145232082303125	0.03145232082303125	+1	
LOSS OF PROTEINS REQUIRED FOR INTERPHASE MICROTUBULE ORGANIZATION FROM THE CENTROSOME%REACTOME DATABASE ID RELEASE 78%380284	Loss of proteins required for interphase microtubule organization from the centrosome	0.03174555473550154	0.03174555473550154	+1	
LOSS OF NLP FROM MITOTIC CENTROSOMES%REACTOME%R-HSA-380259.3	Loss of Nlp from mitotic centrosomes	0.03174555473550154	0.03174555473550154	+1	
AURORA A SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA A SIGNALING	Aurora A signaling	0.03245297453916031	0.03245297453916031	+1	
PMC7572606__F1	MYC transcriptionally upregulates the glutamine metabolism pathway	0.03245297453916031	0.03245297453916031	+1	
ANCHORING OF THE BASAL BODY TO THE PLASMA MEMBRANE%REACTOME%R-HSA-5620912.4	Anchoring of the basal body to the plasma membrane	0.032942222968261006	0.032942222968261006	+1	
KINASE REGULATOR ACTIVITY%GOMF%GO:0019207	kinase regulator activity	0.033317003470491095	0.033317003470491095	+1	
POSITIVE REGULATION OF PHOSPHORYLATION%GOBP%GO:0042327	positive regulation of phosphorylation	0.03398366555096447	0.03398366555096447	+1	
PMC8421919__F2	Bioinformatical identification of key genes regulated by IGF2BP2-mediated RNA N6-methyladenosine and prediction of prognosis in hepatocellular carcinoma	0.03487871177139972	0.03487871177139972	+1	
CYTOPLASMIC EXOSOME (RNASE COMPLEX)%GOCC%GO:0000177	cytoplasmic exosome (RNase complex)	0.03487871177139972	0.03487871177139972	+1	
PMC2680287__F1	Unraveling the complexities of the interferon response during SARS-CoV infection	0.03589353177329213	0.03589353177329213	+1	
POSITIVE REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002696	positive regulation of leukocyte activation	0.03600267684382784	0.03600267684382784	+1	
PROTEIN-CONTAINING COMPLEX DISASSEMBLY%GOBP%GO:0032984	protein-containing complex disassembly	0.0360586532612572	0.0360586532612572	+1	
NOVEL INTRACELLULAR COMPONENTS OF RIG I LIKE RECEPTOR PATHWAY%WIKIPATHWAYS_20240910%WP3865%HOMO SAPIENS	Novel intracellular components of RIG I like receptor pathway	0.036069310523384523	0.036069310523384523	+1	
HOMOLOGOUS DNA PAIRING AND STRAND EXCHANGE%REACTOME%R-HSA-5693579.5	Homologous DNA Pairing and Strand Exchange	0.036069310523384523	0.036069310523384523	+1	
HOST PATHOGEN INTERACTION OF HUMAN CORONAVIRUSES INTERFERON INDUCTION%WIKIPATHWAYS_20240910%WP4880%HOMO SAPIENS	Host pathogen interaction of human coronaviruses interferon induction	0.03704700219115124	0.03704700219115124	+1	
ATM SIGNALING%WIKIPATHWAYS_20240910%WP2516%HOMO SAPIENS	ATM signaling	0.03704700219115124	0.03704700219115124	+1	
DNA REPLICATION INITIATION%GOBP%GO:0006270	DNA replication initiation	0.03704700219115124	0.03704700219115124	+1	
MISMATCH REPAIR%GOBP%GO:0006298	mismatch repair	0.03704700219115124	0.03704700219115124	+1	
NUCLEAR REPLICATION FORK%GOCC%GO:0043596	nuclear replication fork	0.03733426231653182	0.03733426231653182	+1	
PMC3991635__F4	Microarray Analysis of Cell Cycle Gene Expression in Adult Human Corneal Endothelial Cells	0.03733426231653182	0.03733426231653182	+1	
GMCSF-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%GMCSF-MEDIATED SIGNALING EVENTS	GMCSF-mediated signaling events	0.03740665603431557	0.03740665603431557	+1	
RHOV GTPASE CYCLE%REACTOME DATABASE ID RELEASE 78%9013424	RHOV GTPase cycle	0.03740665603431557	0.03740665603431557	+1	
PROTEIN MONOUBIQUITINATION%GOBP%GO:0006513	protein monoubiquitination	0.03740665603431557	0.03740665603431557	+1	
REGULATION OF HEMOPOIESIS%GOBP%GO:1903706	regulation of hemopoiesis	0.03774031596589488	0.03774031596589488	+1	
RESPONSE TO OXYGEN-CONTAINING COMPOUND%GOBP%GO:1901700	response to oxygen-containing compound	0.03786317830383781	0.03786317830383781	+1	
POSITIVE REGULATION OF BINDING%GOBP%GO:0051099	positive regulation of binding	0.03864245482999835	0.03864245482999835	+1	
CYCLIN-DEPENDENT PROTEIN KINASE HOLOENZYME COMPLEX%GOCC%GO:0000307	cyclin-dependent protein kinase holoenzyme complex	0.041328909329061816	0.041328909329061816	+1	
PMC9352753__F3	Identification of differentially expressed microRNAs as potential biomarkers for carcinoma ex pleomorphic adenoma	0.041624399904855204	0.041624399904855204	+1	
MITOCHONDRION ORGANIZATION%GOBP%GO:0007005	mitochondrion organization	0.042021583442334705	0.042021583442334705	+1	
PROTEIN-RNA COMPLEX ORGANIZATION%GOBP%GO:0071826	protein-RNA complex organization	0.04216883729972249	0.04216883729972249	+1	
DOUBLE-STRANDED DNA BINDING%GOMF%GO:0003690	double-stranded DNA binding	0.042217582978630354	0.042217582978630354	+1	
SIGNALING BY PDGFR IN DISEASE%REACTOME%R-HSA-9671555.4	Signaling by PDGFR in disease	0.04350672386861127	0.04350672386861127	+1	
REGULATION OF TRANSLATIONAL INITIATION%GOBP%GO:0006446	regulation of translational initiation	0.04493880125936427	0.04493880125936427	+1	
REGULATION OF MIRNA METABOLIC PROCESS%GOBP%GO:2000628	regulation of miRNA metabolic process	0.04493880125936427	0.04493880125936427	+1	
AUTOPHAGOSOME ORGANIZATION%GOBP%GO:1905037	autophagosome organization	0.04493880125936427	0.04493880125936427	+1	
HALLMARK_P53_PATHWAY%MSIGDBHALLMARK%HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	0.045930111771285476	0.045930111771285476	+1	
PROTEIN SYNTHESIS: PROLINE%PATHWHIZ%PW113695	Protein Synthesis: Proline	0.04716667222582015	0.04716667222582015	+1	
SIGNALING EVENTS MEDIATED BY HEPATOCYTE GROWTH FACTOR RECEPTOR (C-MET)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HEPATOCYTE GROWTH FACTOR RECEPTOR (C-MET)	Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)	0.04716667222582015	0.04716667222582015	+1	
PROTEIN SYNTHESIS: SERINE%PATHWHIZ%PW120517	Protein Synthesis: Serine	0.04716667222582015	0.04716667222582015	+1	
PROTEIN SYNTHESIS: ASPARAGINE%SMPDB%SMP0111854	Protein Synthesis: Asparagine	0.04716667222582015	0.04716667222582015	+1	
PROTEIN SYNTHESIS: GLUTAMINE%SMPDB%SMP0111862	Protein Synthesis: Glutamine	0.04716667222582015	0.04716667222582015	+1	
PROTEIN SYNTHESIS: TYROSINE%PATHWHIZ%PW120527	Protein Synthesis: Tyrosine	0.04716667222582015	0.04716667222582015	+1	
PROTEIN SYNTHESIS: ALANINE%PATHWHIZ%PW101384	Protein Synthesis: Alanine	0.04716667222582015	0.04716667222582015	+1	
PROTEIN SYNTHESIS: GLYCINE%PATHWHIZ%PW112928	Protein Synthesis: Glycine	0.04716667222582015	0.04716667222582015	+1	
PROTEIN SYNTHESIS: HISTIDINE%PATHWHIZ%PW112929	Protein Synthesis: Histidine	0.04716667222582015	0.04716667222582015	+1	
PROTEIN SYNTHESIS: LEUCINE%SMPDB%SMP0111873	Protein Synthesis: Leucine	0.04716667222582015	0.04716667222582015	+1	
PROTEIN SYNTHESIS: THREONINE%PATHWHIZ%PW120525	Protein Synthesis: Threonine	0.04716667222582015	0.04716667222582015	+1	
PROTEIN SYNTHESIS: GLUTAMIC ACID%PATHWHIZ%PW112922	Protein Synthesis: Glutamic Acid	0.04716667222582015	0.04716667222582015	+1	
CIRCADIAN RHYTHM%GOBP%GO:0007623	circadian rhythm	0.047219512374380074	0.047219512374380074	+1	
TRANSCRIPTION COREGULATOR BINDING%GOMF%GO:0001221	transcription coregulator binding	0.047219512374380074	0.047219512374380074	+1	
CELLULAR RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0071216	cellular response to biotic stimulus	0.04741172432910079	0.04741172432910079	+1	
REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION%GOBP%GO:0031110	regulation of microtubule polymerization or depolymerization	0.04871074402966711	0.04871074402966711	+1	
CELLULAR RESPONSE TO TUMOR NECROSIS FACTOR%GOBP%GO:0071356	cellular response to tumor necrosis factor	0.04871074402966711	0.04871074402966711	+1	
REGULATION OF CELL MORPHOGENESIS%GOBP%GO:0022604	regulation of cell morphogenesis	0.04913388497758773	0.04913388497758773	+1	
TRNA METABOLIC PROCESS%GOBP%GO:0006399	tRNA metabolic process	0.04913388497758773	0.04913388497758773	+1	
