GO.ID	Description	p.Val	FDR	Phenotype	Genes
VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION	Validated targets of C-MYC transcriptional activation	0.00812639817564178	0.00812639817564178	+1	59
RECRUITMENT OF NUMA TO MITOTIC CENTROSOMES%REACTOME DATABASE ID RELEASE 78%380320	Recruitment of NuMA to mitotic centrosomes	0.00812639817564178	0.00812639817564178	+1	59
PMC7320752__F6	Protein interaction pathway analysis in metastasis	0.0082660529478724	0.0082660529478724	+1	82
AURKA ACTIVATION BY TPX2%REACTOME%R-HSA-8854518.4	AURKA Activation by TPX2	0.00829194438339835	0.00829194438339835	+1	54
MYD88 DEPENDENT CASCADE INITIATED ON ENDOSOME%REACTOME%R-HSA-975155.6	MyD88 dependent cascade initiated on endosome	0.00845128253534226	0.00845128253534226	+1	73
POSITIVE REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY%GOBP%GO:2001056	positive regulation of cysteine-type endopeptidase activity	0.00845128253534226	0.00845128253534226	+1	73
POSITIVE REGULATION OF CYTOKINE PRODUCTION%GOBP%GO:0001819	positive regulation of cytokine production	0.0085547075244077	0.0085547075244077	+1	242
CELLULAR RESPONSE TO CHEMICAL STIMULUS%GOBP%GO:0070887	cellular response to chemical stimulus	0.00857435404650909	0.00857435404650909	+1	766
PI METABOLISM%REACTOME%R-HSA-1483255.7	PI Metabolism	0.00892955914781424	0.00892955914781424	+1	62
METABOLISM OF LIPIDS%REACTOME%R-HSA-556833.9	Metabolism of lipids	0.00898694493171014	0.00898694493171014	+1	430
POSITIVE REGULATION OF DEFENSE RESPONSE%GOBP%GO:0031349	positive regulation of defense response	0.00901996693401056	0.00901996693401056	+1	225
POSITIVE REGULATION OF PEPTIDASE ACTIVITY%GOBP%GO:0010952	positive regulation of peptidase activity	0.00904614641797986	0.00904614641797986	+1	89
MRNA PROCESSING%GOBP%GO:0006397	mRNA processing	0.00909191981909021	0.00909191981909021	+1	181
RNA SPLICING, VIA TRANSESTERIFICATION REACTIONS%GOBP%GO:0000375	RNA splicing, via transesterification reactions	0.00917295014382745	0.00917295014382745	+1	152
RAB GEFS EXCHANGE GTP FOR GDP ON RABS%REACTOME%R-HSA-8876198.4	RAB GEFs exchange GTP for GDP on RABs	0.0095450154491487	0.0095450154491487	+1	65
ENZYME-SUBSTRATE ADAPTOR ACTIVITY%GOMF%GO:0140767	enzyme-substrate adaptor activity	0.0095481536430541	0.0095481536430541	+1	57
PROTEOLYSIS%GOBP%GO:0006508	proteolysis	0.0096225551783939	0.0096225551783939	+1	506
PKR-MEDIATED SIGNALING%REACTOME DATABASE ID RELEASE 78%9833482	PKR-mediated signaling	0.0096764727551774	0.0096764727551774	+1	45
TNF SIGNALING%REACTOME%R-HSA-75893.10	TNF signaling	0.0096764727551774	0.0096764727551774	+1	45
TRANSCRIPTION BY RNA POLYMERASE II%GOBP%GO:0006366	transcription by RNA polymerase II	0.00973554706888146	0.00973554706888146	+1	177
POSITIVE REGULATION OF ENDOPEPTIDASE ACTIVITY%GOBP%GO:0010950	positive regulation of endopeptidase activity	0.0098079180731826	0.0098079180731826	+1	83
PROTEIN-DNA COMPLEX%GOCC%GO:0032993	protein-DNA complex	0.00992675362952413	0.00992675362952413	+1	111
PMC6070710__F10	Sepantronium Bromide (YM-155) on the Whole Transcriptome of MDA-MB-231 Cells: Highlight on Impaired ATR/ATM Fanconi Anemia DNA Damage Response	0.00995141887930237	0.00995141887930237	+1	29
ACTIVATION OF THE PRE-REPLICATIVE COMPLEX%REACTOME%R-HSA-68962.6	Activation of the pre-replicative complex	0.00995141887930237	0.00995141887930237	+1	29
AMPLIFICATION OF SIGNAL FROM THE KINETOCHORES%REACTOME DATABASE ID RELEASE 78%141424	Amplification of signal from the kinetochores	0.00997259685888091	0.00997259685888091	+1	68
AMPLIFICATION OF SIGNAL FROM UNATTACHED KINETOCHORES VIA A MAD2 INHIBITORY SIGNAL%REACTOME%R-HSA-141444.4	Amplification of signal from unattached kinetochores via a MAD2 inhibitory signal	0.00997259685888091	0.00997259685888091	+1	68
RESPONSE TO OXYGEN LEVELS%GOBP%GO:0070482	response to oxygen levels	0.0104801602816419	0.0104801602816419	+1	104
PMC8284093__F11	Genomic Response to TGFB1 Dictates Failed Repair and Progression of Fibrotic Disease in the Obstructed Kidney	0.0105961932559061	0.0105961932559061	+1	60
MITOCHONDRIAL MEMBRANE%GOCC%GO:0031966	mitochondrial membrane	0.0106025002103459	0.0106025002103459	+1	357
PMC5098220__F3	Multi-label ℓ2-regularized logistic regression for predicting activation/inhibition relationships in human protein-protein interaction networks	0.0106058129143388	0.0106058129143388	+1	43
IL2-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2-MEDIATED SIGNALING EVENTS	IL2-mediated signaling events	0.0106058129143388	0.0106058129143388	+1	43
B CELL ACTIVATION%PANTHER PATHWAY%P00010	B cell activation	0.0106058129143388	0.0106058129143388	+1	43
HEMOPOIESIS%GOBP%GO:0030097	hemopoiesis	0.0107617748555082	0.0107617748555082	+1	235
POSITIVE REGULATION OF TELOMERE MAINTENANCE%GOBP%GO:0032206	positive regulation of telomere maintenance	0.0111768098273915	0.0111768098273915	+1	55
PMC7970325__F8	Reconstructed differential DNA repair molecular network for the comparison of Papillary cancer (PC) vs Follicular cancer (FC)	0.0111768098273915	0.0111768098273915	+1	55
REGULATION OF PLK1 ACTIVITY AT G2 M TRANSITION%REACTOME%R-HSA-2565942.3	Regulation of PLK1 Activity at G2 M Transition	0.0114133033313742	0.0114133033313742	+1	63
TNF ALPHA SIGNALING%WIKIPATHWAYS_20240910%WP231%HOMO SAPIENS	TNF alpha signaling	0.0114527526870358	0.0114527526870358	+1	41
PHOSPHATIDYLINOSITOL BINDING%GOMF%GO:0035091	phosphatidylinositol binding	0.0116967569289798	0.0116967569289798	+1	146
SIGNALING BY ALK IN CANCER%REACTOME%R-HSA-9700206.5	Signaling by ALK in cancer	0.0119956369353577	0.0119956369353577	+1	66
REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:1901796	regulation of signal transduction by p53 class mediator	0.0119956369353577	0.0119956369353577	+1	66
SIGNALING BY ALK FUSIONS AND ACTIVATED POINT MUTANTS%REACTOME%R-HSA-9725370.3	Signaling by ALK fusions and activated point mutants	0.0119956369353577	0.0119956369353577	+1	66
PMC10311176__F3	Transcriptome analysis of CD4+ T cells from HIV-infected individuals receiving ART with LLV revealed novel transcription factors regulating HIV-1 promoter activity	0.0121453974501329	0.0121453974501329	+1	39
ATR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATR SIGNALING PATHWAY	ATR signaling pathway	0.012349810967895	0.012349810967895	+1	33
NUCLEAR PERIPHERY%GOCC%GO:0034399	nuclear periphery	0.0123531224788927	0.0123531224788927	+1	69
PMC9495868__F4	Suppressing the PI3K/AKT Pathway by miR-30d-5p Mimic Sensitizes Ovarian Cancer Cells to Cell Death Induced by High-Dose Estrogen	0.0124894924593477	0.0124894924593477	+1	48
TRAF6 MEDIATED INDUCTION OF NFKB AND MAP KINASES UPON TLR7 8 OR 9 ACTIVATION%REACTOME%R-HSA-975138.5	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7 8 or 9 activation	0.0125048426810068	0.0125048426810068	+1	72
HISTONE DEACETYLASE COMPLEX%GOCC%GO:0000118	histone deacetylase complex	0.0125404707563801	0.0125404707563801	+1	58
PMC7086350__F1	DDR core gene amplification across pan-cancer	0.0126990694490504	0.0126990694490504	+1	35
PID_MYC_ACTIV_PATHWAY%MSIGDB_C2%PID_MYC_ACTIV_PATHWAY	PID_MYC_ACTIV_PATHWAY	0.0126990694490504	0.0126990694490504	+1	35
MITOCHONDRIAL GENE EXPRESSION%GOBP%GO:0140053	mitochondrial gene expression	0.0131617783538769	0.0131617783538769	+1	95
RRNA PROCESSING%GOBP%GO:0006364	rRNA processing	0.0133380857921848	0.0133380857921848	+1	106
MITOTIC SPINDLE%GOCC%GO:0072686	mitotic spindle	0.0138215017429002	0.0138215017429002	+1	114
MITOTIC G1 PHASE AND G1 S TRANSITION%REACTOME%R-HSA-453279.6	Mitotic G1 phase and G1 S transition	0.0139441994221633	0.0139441994221633	+1	99
P53 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P53 PATHWAY	p53 pathway	0.0141034140629924	0.0141034140629924	+1	46
REGULATION OF MITOTIC SISTER CHROMATID SEPARATION%GOBP%GO:0010965	regulation of mitotic sister chromatid separation	0.0141034140629924	0.0141034140629924	+1	46
CANCER PATHWAYS%WIKIPATHWAYS_20240910%WP5434%HOMO SAPIENS	Cancer pathways	0.0143132156309955	0.0143132156309955	+1	173
NERVOUS SYSTEM DEVELOPMENT%REACTOME%R-HSA-9675108.3	Nervous system development	0.0143380572960531	0.0143380572960531	+1	320
EGF RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P00018	EGF receptor signaling pathway	0.0144094905424302	0.0144094905424302	+1	64
EML4 AND NUDC IN MITOTIC SPINDLE FORMATION%REACTOME%R-HSA-9648025.3	EML4 and NUDC in mitotic spindle formation	0.0151571238945099	0.0151571238945099	+1	70
ERBB1 DOWNSTREAM SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB1 DOWNSTREAM SIGNALING	ErbB1 downstream signaling	0.0151683717280834	0.0151683717280834	+1	73
REGULATION OF INTRACELLULAR TRANSPORT%GOBP%GO:0032386	regulation of intracellular transport	0.0154303393092728	0.0154303393092728	+1	136
NEGATIVE REGULATION OF CYTOKINE PRODUCTION%GOBP%GO:0001818	negative regulation of cytokine production	0.0154335700442488	0.0154335700442488	+1	145
PMC2565686__F6	Merger of the interaction maps for the three human proteins ING1, MEKK, and p38a (p38MAPK) based on empirical data retrieved from the STRING database	0.0157714317121146	0.0157714317121146	+1	44
DNA CONFORMATION CHANGE%GOBP%GO:0071103	DNA conformation change	0.0157714317121146	0.0157714317121146	+1	44
GOLGI ASSOCIATED VESICLE BIOGENESIS%REACTOME%R-HSA-432722.5	Golgi Associated Vesicle Biogenesis	0.0157714317121146	0.0157714317121146	+1	44
RIBONUCLEOSIDE TRIPHOSPHATE PHOSPHATASE ACTIVITY%GOMF%GO:0017111	ribonucleoside triphosphate phosphatase activity	0.0160286725186692	0.0160286725186692	+1	258
LOCALIZATION WITHIN MEMBRANE%GOBP%GO:0051668	localization within membrane	0.01612285031774	0.01612285031774	+1	279
POSITIVE REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051251	positive regulation of lymphocyte activation	0.0163082263939391	0.0163082263939391	+1	160
CELLULAR COMPONENT DISASSEMBLY%GOBP%GO:0022411	cellular component disassembly	0.0163100540420808	0.0163100540420808	+1	170
REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002694	regulation of leukocyte activation	0.0166180403415076	0.0166180403415076	+1	259
NEGATIVE REGULATION OF CANONICAL NF-KAPPAB SIGNAL TRANSDUCTION%GOBP%GO:0043124	negative regulation of canonical NF-kappaB signal transduction	0.0174331676731661	0.0174331676731661	+1	42
ESTABLISHMENT OR MAINTENANCE OF CELL POLARITY%GOBP%GO:0007163	establishment or maintenance of cell polarity	0.0178731893274591	0.0178731893274591	+1	101
CELLULAR RESPONSE TO OXYGEN LEVELS%GOBP%GO:0071453	cellular response to oxygen levels	0.0179867166490537	0.0179867166490537	+1	65
CELLULAR RESPONSE TO CHEMICAL STRESS%GOBP%GO:0062197	cellular response to chemical stress	0.0182951265830945	0.0182951265830945	+1	125
REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.0183575254819442	0.0183575254819442	+1	87
SITE OF DOUBLE-STRAND BREAK%GOCC%GO:0035861	site of double-strand break	0.0183582767882917	0.0183582767882917	+1	68
SEQUENCE-SPECIFIC DNA BINDING%GOMF%GO:0043565	sequence-specific DNA binding	0.0185349942203468	0.0185349942203468	+1	856
AXON GUIDANCE%REACTOME DATABASE ID RELEASE 78%422475	Axon guidance	0.0186232243172175	0.0186232243172175	+1	306
ATPASE COMPLEX%GOCC%GO:1904949	ATPase complex	0.0193901746006307	0.0193901746006307	+1	84
ANTIGEN PROCESSING: UBIQUITINATION & PROTEASOME DEGRADATION%REACTOME DATABASE ID RELEASE 78%983168	Antigen processing: Ubiquitination & Proteasome degradation	0.0194649220661993	0.0194649220661993	+1	189
PMC2889938__F2	Target gene regulatory network, NFKB/RelA:P50	0.0195839871598019	0.0195839871598019	+1	23
REGULATION OF CELL MOTILITY%GOBP%GO:2000145	regulation of cell motility	0.0196234943705442	0.0196234943705442	+1	475
NEGATIVE REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	0.0199714571554996	0.0199714571554996	+1	47
ENDOCYTOSIS%GOBP%GO:0006897	endocytosis	0.0201993301758671	0.0201993301758671	+1	225
POSITIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	0.0203179895964939	0.0203179895964939	+1	30
SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:0072331	signal transduction by p53 class mediator	0.0203811102530848	0.0203811102530848	+1	52
MITOTIC METAPHASE AND ANAPHASE%REACTOME DATABASE ID RELEASE 78%2555396	Mitotic Metaphase and Anaphase	0.0207682279786156	0.0207682279786156	+1	149
NEGATIVE REGULATION OF PROTEIN PHOSPHORYLATION%GOBP%GO:0001933	negative regulation of protein phosphorylation	0.0212239022247847	0.0212239022247847	+1	131
PMC3091413__F4	Results of pathway prediction and network modeling showing interactions between genes containing SNPs associated with risk for breast cancer and genes involved in the Notch signaling and other biological pathways based on the Caucasian population	0.0215416199248499	0.0215416199248499	+1	32
PMC5622284__F2	Upregulated genes involved in cell cycle regulated processes at 7 days after a single dose of 2 Gy X-rays	0.0218239422688376	0.0218239422688376	+1	34
PMC4985183__F3	Phosphoproteome Integration Reveals Patient-Specific Networks in Prostate Cancer	0.0218239422688376	0.0218239422688376	+1	34
REGULATION OF DNA-TEMPLATED TRANSCRIPTION ELONGATION%GOBP%GO:0032784	regulation of DNA-templated transcription elongation	0.0222171680495528	0.0222171680495528	+1	66
PROTEIN K48-LINKED UBIQUITINATION%GOBP%GO:0070936	protein K48-linked ubiquitination	0.0222171680495528	0.0222171680495528	+1	66
BRANCHED-CHAIN AMINO ACID CATABOLISM%REACTOME DATABASE ID RELEASE 78%70895	Branched-chain amino acid catabolism	0.0222473850282607	0.0222473850282607	+1	20
INTRA-GOLGI AND RETROGRADE GOLGI-TO-ER TRAFFIC%REACTOME%R-HSA-6811442.2	Intra-Golgi and retrograde Golgi-to-ER traffic	0.0228237521535134	0.0228237521535134	+1	119
SUMO E3 LIGASES SUMOYLATE TARGET PROTEINS%REACTOME%R-HSA-3108232.8	SUMO E3 ligases SUMOylate target proteins	0.0231369179577478	0.0231369179577478	+1	111
REGULATION OF UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:2000058	regulation of ubiquitin-dependent protein catabolic process	0.0238742197646673	0.0238742197646673	+1	96
POSITIVE REGULATION OF CELL CYCLE PROCESS%GOBP%GO:0090068	positive regulation of cell cycle process	0.0240382732374777	0.0240382732374777	+1	137
SERINE/THREONINE PROTEIN KINASE COMPLEX%GOCC%GO:1902554	serine/threonine protein kinase complex	0.0243639436140492	0.0243639436140492	+1	89
ASPARAGINE N-LINKED GLYCOSYLATION%REACTOME DATABASE ID RELEASE 78%446203	Asparagine N-linked glycosylation	0.0246710155795223	0.0246710155795223	+1	177
REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0046822	regulation of nucleocytoplasmic transport	0.0247317188365148	0.0247317188365148	+1	58
CELLULAR RESPONSE TO STARVATION%REACTOME%R-HSA-9711097.4	Cellular response to starvation	0.0253021226106716	0.0253021226106716	+1	104
CELLULAR RESPONSE TO NUTRIENT LEVELS%GOBP%GO:0031669	cellular response to nutrient levels	0.0254393130402662	0.0254393130402662	+1	116
POSITIVE REGULATION OF MIRNA METABOLIC PROCESS%GOBP%GO:2000630	positive regulation of miRNA metabolic process	0.0255902761870847	0.0255902761870847	+1	43
POSITIVE REGULATION OF CELL MIGRATION%GOBP%GO:0030335	positive regulation of cell migration	0.0258104663976506	0.0258104663976506	+1	272
REGULATION OF MITOTIC NUCLEAR DIVISION%GOBP%GO:0007088	regulation of mitotic nuclear division	0.0258647195819866	0.0258647195819866	+1	76
RIBOSOME BINDING%GOMF%GO:0043022	ribosome binding	0.0268625467812302	0.0268625467812302	+1	64
POSITIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001235	positive regulation of apoptotic signaling pathway	0.0268625467812302	0.0268625467812302	+1	64
PMC3543090__F4	MicroRNA-182-5p targets a network of genes involved in DNA repair	0.0269317003575033	0.0269317003575033	+1	25
BARD1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BARD1 SIGNALING EVENTS	BARD1 signaling events	0.0269317003575033	0.0269317003575033	+1	25
PMC5582379__F3	Five enriched pathways and their contributing DEGs are shown	0.0269317003575033	0.0269317003575033	+1	25
PID_P53_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_P53_DOWNSTREAM_PATHWAY	PID_P53_DOWNSTREAM_PATHWAY	0.027069319437084	0.027069319437084	+1	70
RNA SPLICING, VIA TRANSESTERIFICATION REACTIONS WITH BULGED ADENOSINE AS NUCLEOPHILE%GOBP%GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	0.027142601337508	0.027142601337508	+1	148
MITOTIC ANAPHASE%REACTOME DATABASE ID RELEASE 78%68882	Mitotic Anaphase	0.027142601337508	0.027142601337508	+1	148
MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0000398	mRNA splicing, via spliceosome	0.027142601337508	0.027142601337508	+1	148
CYTOSKELETAL PROTEIN BINDING%GOMF%GO:0008092	cytoskeletal protein binding	0.0271452182166326	0.0271452182166326	+1	463
MACROMOLECULE BIOSYNTHETIC PROCESS%GOMF%GO:0009059	macromolecule biosynthetic process	0.0275605924659912	0.0275605924659912	+1	179
UBIQUITIN-LIKE LIGASE-SUBSTRATE ADAPTOR ACTIVITY%GOMF%GO:1990756	ubiquitin-like ligase-substrate adaptor activity	0.0275708572837984	0.0275708572837984	+1	48
NEGATIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902750	negative regulation of cell cycle G2/M phase transition	0.0275708572837984	0.0275708572837984	+1	48
POSITIVE REGULATION OF DNA RECOMBINATION%GOBP%GO:0045911	positive regulation of DNA recombination	0.0275708572837984	0.0275708572837984	+1	48
SYNTHESIS OF DNA%REACTOME DATABASE ID RELEASE 78%69239	Synthesis of DNA	0.0276212959784268	0.0276212959784268	+1	83
CLASS I MHC MEDIATED ANTIGEN PROCESSING & PRESENTATION%REACTOME DATABASE ID RELEASE 78%983169	Class I MHC mediated antigen processing & presentation	0.0284233954915934	0.0284233954915934	+1	227
TGF-BETA RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TGF-BETA RECEPTOR SIGNALING	TGF-beta receptor signaling	0.0285255697787601	0.0285255697787601	+1	41
POSITIVE REGULATION OF MRNA METABOLIC PROCESS%GOBP%GO:1903313	positive regulation of mRNA metabolic process	0.0291269078220712	0.0291269078220712	+1	80
MAJOR PATHWAY OF RRNA PROCESSING IN THE NUCLEOLUS AND CYTOSOL%REACTOME%R-HSA-6791226.5	Major pathway of rRNA processing in the nucleolus and cytosol	0.0307194736399173	0.0307194736399173	+1	118
GOLGI MEMBRANE%GOCC%GO:0000139	Golgi membrane	0.0311028518871455	0.0311028518871455	+1	278
PROTEIN SYNTHESIS: PHENYLALANINE%PATHWHIZ%PW112934	Protein Synthesis: Phenylalanine	0.0313090555113577	0.0313090555113577	+1	59
MITOTIC G2/M TRANSITION CHECKPOINT%GOBP%GO:0044818	mitotic G2/M transition checkpoint	0.031384391191642	0.031384391191642	+1	39
TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES%REACTOME%R-HSA-6791312.5	TP53 Regulates Transcription of Cell Cycle Genes	0.031384391191642	0.031384391191642	+1	39
REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002819	regulation of adaptive immune response	0.0314523208230313	0.0314523208230313	+1	110
LOSS OF PROTEINS REQUIRED FOR INTERPHASE MICROTUBULE ORGANIZATION FROM THE CENTROSOME%REACTOME DATABASE ID RELEASE 78%380284	Loss of proteins required for interphase microtubule organization from the centrosome	0.0317455547355015	0.0317455547355015	+1	51
LOSS OF NLP FROM MITOTIC CENTROSOMES%REACTOME%R-HSA-380259.3	Loss of Nlp from mitotic centrosomes	0.0317455547355015	0.0317455547355015	+1	51
AURORA A SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA A SIGNALING	Aurora A signaling	0.0324529745391603	0.0324529745391603	+1	27
PMC7572606__F1	MYC transcriptionally upregulates the glutamine metabolism pathway	0.0324529745391603	0.0324529745391603	+1	27
ANCHORING OF THE BASAL BODY TO THE PLASMA MEMBRANE%REACTOME%R-HSA-5620912.4	Anchoring of the basal body to the plasma membrane	0.032942222968261	0.032942222968261	+1	68
KINASE REGULATOR ACTIVITY%GOMF%GO:0019207	kinase regulator activity	0.0333170034704911	0.0333170034704911	+1	156
POSITIVE REGULATION OF PHOSPHORYLATION%GOBP%GO:0042327	positive regulation of phosphorylation	0.0339836655509645	0.0339836655509645	+1	245
PMC8421919__F2	Bioinformatical identification of key genes regulated by IGF2BP2-mediated RNA N6-methyladenosine and prediction of prognosis in hepatocellular carcinoma	0.0348787117713997	0.0348787117713997	+1	16
CYTOPLASMIC EXOSOME (RNASE COMPLEX)%GOCC%GO:0000177	cytoplasmic exosome (RNase complex)	0.0348787117713997	0.0348787117713997	+1	16
PMC2680287__F1	Unraveling the complexities of the interferon response during SARS-CoV infection	0.0358935317732921	0.0358935317732921	+1	29
POSITIVE REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002696	positive regulation of leukocyte activation	0.0360026768438278	0.0360026768438278	+1	173
PROTEIN-CONTAINING COMPLEX DISASSEMBLY%GOBP%GO:0032984	protein-containing complex disassembly	0.0360586532612572	0.0360586532612572	+1	92
NOVEL INTRACELLULAR COMPONENTS OF RIG I LIKE RECEPTOR PATHWAY%WIKIPATHWAYS_20240910%WP3865%HOMO SAPIENS	Novel intracellular components of RIG I like receptor pathway	0.0360693105233845	0.0360693105233845	+1	35
HOMOLOGOUS DNA PAIRING AND STRAND EXCHANGE%REACTOME%R-HSA-5693579.5	Homologous DNA Pairing and Strand Exchange	0.0360693105233845	0.0360693105233845	+1	35
HOST PATHOGEN INTERACTION OF HUMAN CORONAVIRUSES INTERFERON INDUCTION%WIKIPATHWAYS_20240910%WP4880%HOMO SAPIENS	Host pathogen interaction of human coronaviruses interferon induction	0.0370470021911512	0.0370470021911512	+1	22
ATM SIGNALING%WIKIPATHWAYS_20240910%WP2516%HOMO SAPIENS	ATM signaling	0.0370470021911512	0.0370470021911512	+1	22
DNA REPLICATION INITIATION%GOBP%GO:0006270	DNA replication initiation	0.0370470021911512	0.0370470021911512	+1	22
MISMATCH REPAIR%GOBP%GO:0006298	mismatch repair	0.0370470021911512	0.0370470021911512	+1	22
NUCLEAR REPLICATION FORK%GOCC%GO:0043596	nuclear replication fork	0.0373342623165318	0.0373342623165318	+1	33
PMC3991635__F4	Microarray Analysis of Cell Cycle Gene Expression in Adult Human Corneal Endothelial Cells	0.0373342623165318	0.0373342623165318	+1	33
GMCSF-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%GMCSF-MEDIATED SIGNALING EVENTS	GMCSF-mediated signaling events	0.0374066560343156	0.0374066560343156	+1	31
RHOV GTPASE CYCLE%REACTOME DATABASE ID RELEASE 78%9013424	RHOV GTPase cycle	0.0374066560343156	0.0374066560343156	+1	31
PROTEIN MONOUBIQUITINATION%GOBP%GO:0006513	protein monoubiquitination	0.0374066560343156	0.0374066560343156	+1	31
REGULATION OF HEMOPOIESIS%GOBP%GO:1903706	regulation of hemopoiesis	0.0377403159658949	0.0377403159658949	+1	185
RESPONSE TO OXYGEN-CONTAINING COMPOUND%GOBP%GO:1901700	response to oxygen-containing compound	0.0378631783038378	0.0378631783038378	+1	498
POSITIVE REGULATION OF BINDING%GOBP%GO:0051099	positive regulation of binding	0.0386424548299983	0.0386424548299983	+1	72
CYCLIN-DEPENDENT PROTEIN KINASE HOLOENZYME COMPLEX%GOCC%GO:0000307	cyclin-dependent protein kinase holoenzyme complex	0.0413289093290618	0.0413289093290618	+1	42
PMC9352753__F3	Identification of differentially expressed microRNAs as potential biomarkers for carcinoma ex pleomorphic adenoma	0.0416243999048552	0.0416243999048552	+1	52
MITOCHONDRION ORGANIZATION%GOBP%GO:0007005	mitochondrion organization	0.0420215834423347	0.0420215834423347	+1	193
PROTEIN-RNA COMPLEX ORGANIZATION%GOBP%GO:0071826	protein-RNA complex organization	0.0421688372997225	0.0421688372997225	+1	126
DOUBLE-STRANDED DNA BINDING%GOMF%GO:0003690	double-stranded DNA binding	0.0422175829786304	0.0422175829786304	+1	851
SIGNALING BY PDGFR IN DISEASE%REACTOME%R-HSA-9671555.4	Signaling by PDGFR in disease	0.0435067238686113	0.0435067238686113	+1	19
REGULATION OF TRANSLATIONAL INITIATION%GOBP%GO:0006446	regulation of translational initiation	0.0449388012593643	0.0449388012593643	+1	55
REGULATION OF MIRNA METABOLIC PROCESS%GOBP%GO:2000628	regulation of miRNA metabolic process	0.0449388012593643	0.0449388012593643	+1	55
AUTOPHAGOSOME ORGANIZATION%GOBP%GO:1905037	autophagosome organization	0.0449388012593643	0.0449388012593643	+1	55
HALLMARK_P53_PATHWAY%MSIGDBHALLMARK%HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	0.0459301117712855	0.0459301117712855	+1	94
PROTEIN SYNTHESIS: PROLINE%PATHWHIZ%PW113695	Protein Synthesis: Proline	0.0471666722258201	0.0471666722258201	+1	58
SIGNALING EVENTS MEDIATED BY HEPATOCYTE GROWTH FACTOR RECEPTOR (C-MET)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HEPATOCYTE GROWTH FACTOR RECEPTOR (C-MET)	Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)	0.0471666722258201	0.0471666722258201	+1	58
PROTEIN SYNTHESIS: SERINE%PATHWHIZ%PW120517	Protein Synthesis: Serine	0.0471666722258201	0.0471666722258201	+1	58
PROTEIN SYNTHESIS: ASPARAGINE%SMPDB%SMP0111854	Protein Synthesis: Asparagine	0.0471666722258201	0.0471666722258201	+1	58
PROTEIN SYNTHESIS: GLUTAMINE%SMPDB%SMP0111862	Protein Synthesis: Glutamine	0.0471666722258201	0.0471666722258201	+1	58
PROTEIN SYNTHESIS: TYROSINE%PATHWHIZ%PW120527	Protein Synthesis: Tyrosine	0.0471666722258201	0.0471666722258201	+1	58
PROTEIN SYNTHESIS: ALANINE%PATHWHIZ%PW101384	Protein Synthesis: Alanine	0.0471666722258201	0.0471666722258201	+1	58
