"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0046390","ribose phosphate biosynthetic process","BP",214,75,68,0.226901367909955,0.809783158994352
"GO:0046434","organophosphate catabolic process","BP",121,30,54,0.973618136099662,0.0121172875224444
"GO:0046483","heterocycle metabolic process","BP",4906,1590,1717,0.530782715243142,0.14142309935787
"GO:0046631","alpha-beta T cell activation","BP",156,65,48,0.00943148937800679,0.850530420676213
"GO:0046632","alpha-beta T cell differentiation","BP",109,43,34,0.0730473673458359,0.788002811107167
"GO:0046634","regulation of alpha-beta T cell activation","BP",99,40,35,0.0578101989483502,0.456258832997043
"GO:0046635","positive regulation of alpha-beta T cell activation","BP",64,26,22,0.103932242428575,0.547152567694732
"GO:0046637","regulation of alpha-beta T cell differentiation","BP",63,22,23,0.382025981347886,0.406424101325842
"GO:0046638","positive regulation of alpha-beta T cell differentiation","BP",47,18,17,0.238429152730954,0.45178872888723
"GO:0046649","lymphocyte activation","BP",664,225,235,0.220643570372249,0.300469021959062
"GO:0046651","lymphocyte proliferation","BP",245,89,84,0.108291459139909,0.536331711406404
"GO:0046700","heterocycle catabolic process","BP",421,132,161,0.702610324169189,0.0513834662540087
"GO:0046903","secretion","BP",723,262,254,0.0148856989398546,0.34460571809302
"GO:0048286","lung alveolus development","BP",40,11,20,0.797059949803514,0.0298458879954601
"GO:0048468","cell development","BP",2129,736,744,0.0134400074330806,0.284644851966106
"GO:0048513","animal organ development","BP",2214,754,799,0.0432914582205956,0.0364095897339047
"GO:0048518","positive regulation of biological process","BP",4984,1673,1745,0.0223208532650305,0.13320776476068
"GO:0048519","negative regulation of biological process","BP",4303,1430,1539,0.10260464194122,0.0136311273095239
"GO:0048522","positive regulation of cellular process","BP",4577,1542,1598,0.0179746599513671,0.189183386670531
"GO:0048523","negative regulation of cellular process","BP",4061,1343,1457,0.167388142555449,0.0108613409644892
"GO:0048534","hematopoietic or lymphoid organ development","BP",85,26,30,0.681357397462606,0.469799065979192
"GO:0048537","mucosa-associated lymphoid tissue development","BP",7,3,2,0.408838345970105,0.755469602562103
"GO:0048541","Peyer's patch development","BP",7,3,2,0.408838345970105,0.755469602562103
"GO:0048565","digestive tract development","BP",94,28,31,0.743581111617096,0.649973876977267
"GO:0048566","embryonic digestive tract development","BP",23,5,8,0.910987674162592,0.561712895100063
"GO:0048568","embryonic organ development","BP",345,116,115,0.337079518283732,0.679083572822458
"GO:0048583","regulation of response to stimulus","BP",3187,1072,1136,0.0571933979649945,0.0490450470405863
"GO:0048584","positive regulation of response to stimulus","BP",1827,634,662,0.0157128930816698,0.0407596268573458
"GO:0048585","negative regulation of response to stimulus","BP",1352,464,471,0.0662684215326077,0.365296731245566
"GO:0048609","multicellular organismal reproductive process","BP",625,230,226,0.0104607759499211,0.180214554566697
"GO:0048646","anatomical structure formation involved in morphogenesis","BP",896,291,334,0.503981998303592,0.0332183451673194
"GO:0048731","system development","BP",3007,1037,1069,0.00445783404247047,0.0701177001634865
"GO:0048732","gland development","BP",337,112,124,0.397076278079373,0.187361036674847
"GO:0048856","anatomical structure development","BP",4414,1477,1582,0.0476633095117542,0.00893247847054245
"GO:0048869","cellular developmental process","BP",3227,1086,1145,0.0532595272025829,0.0733989320943312
"GO:0048870","cell motility","BP",1310,448,455,0.083639249711525,0.399431354072468
"GO:0048871","multicellular organismal-level homeostasis","BP",635,242,209,0.0012120781512754,0.797615500872883
"GO:0048872","homeostasis of number of cells","BP",274,112,77,0.00190037311219694,0.989285606059833
"GO:0050670","regulation of lymphocyte proliferation","BP",197,69,69,0.239888871084742,0.450315518338935
"GO:0050671","positive regulation of lymphocyte proliferation","BP",122,40,39,0.501731884554152,0.742879857170753
"GO:0050727","regulation of inflammatory response","BP",302,107,94,0.145363554299846,0.897177698843762
"GO:0050728","negative regulation of inflammatory response","BP",131,48,35,0.174070776766847,0.975993144303488
"GO:0050776","regulation of immune response","BP",723,250,261,0.112844584190803,0.169138158847544
"GO:0050778","positive regulation of immune response","BP",582,198,209,0.216371440529204,0.226464379984634
"GO:0050789","regulation of biological process","BP",8798,2923,3123,0.0116235773068094,0.00064879528977367
"GO:0050793","regulation of developmental process","BP",1943,658,685,0.081130102835365,0.19978552623019
"GO:0050794","regulation of cellular process","BP",8407,2780,2996,0.0419766968964171,0.000277692578855489
"GO:0050848","regulation of calcium-mediated signaling","BP",66,18,28,0.848979784566981,0.106886583734008
"GO:0050850","positive regulation of calcium-mediated signaling","BP",33,8,16,0.885966153967644,0.0660309444672324
"GO:0050851","antigen receptor-mediated signaling pathway","BP",153,53,58,0.307159835527171,0.200165792160134
"GO:0050852","T cell receptor signaling pathway","BP",115,38,45,0.480200431195488,0.163777466946493
"GO:0050854","regulation of antigen receptor-mediated signaling pathway","BP",54,20,21,0.278422114769083,0.285870710572005
"GO:0050856","regulation of T cell receptor signaling pathway","BP",39,14,17,0.379046552940665,0.148441923199386
"GO:0050857","positive regulation of antigen receptor-mediated signaling pathway","BP",23,8,10,0.482656502731286,0.238642617506037
"GO:0050862","positive regulation of T cell receptor signaling pathway","BP",15,5,7,0.567001778801416,0.22887707687512
"GO:0050863","regulation of T cell activation","BP",317,113,117,0.121518982827516,0.184147262097833
"GO:0050864","regulation of B cell activation","BP",115,38,33,0.480200431195488,0.918728737407781
"GO:0050865","regulation of cell activation","BP",535,186,190,0.131609109521388,0.301558726014377
"GO:0050867","positive regulation of cell activation","BP",328,117,109,0.115267907148611,0.689790100655344
"GO:0050870","positive regulation of T cell activation","BP",215,80,77,0.0775812981893293,0.351796648704551
"GO:0050871","positive regulation of B cell activation","BP",73,24,20,0.512468737969807,0.91862373606765
"GO:0050878","regulation of body fluid levels","BP",270,78,124,0.908137641518968,5.02693277673842e-05
"GO:0050896","response to stimulus","BP",6380,2146,2245,0.00496491408719315,0.0424605231877278
"GO:0050900","leukocyte migration","BP",306,107,96,0.18621988897021,0.881039505223637
"GO:0051046","regulation of secretion","BP",461,162,169,0.114634412375991,0.159417958327738
"GO:0051048","negative regulation of secretion","BP",124,49,50,0.0572966448245503,0.0970673219701005
"GO:0051049","regulation of transport","BP",1363,454,521,0.246903014364456,0.00106328229197422
"GO:0051051","negative regulation of transport","BP",334,116,120,0.199043584203442,0.291565547412966
"GO:0051094","positive regulation of developmental process","BP",1030,358,348,0.0549355732209563,0.671257718017284
"GO:0051179","localization","BP",4298,1502,1549,2.66648798123317e-05,0.00409521053233737
"GO:0051234","establishment of localization","BP",3754,1304,1362,0.000360950745902192,0.00282576845518621
"GO:0051239","regulation of multicellular organismal process","BP",2293,781,810,0.0396973442715743,0.157187143426596
"GO:0051240","positive regulation of multicellular organismal process","BP",1280,440,432,0.0664994062938084,0.698556582940407
"GO:0051241","negative regulation of multicellular organismal process","BP",847,310,277,0.00474230142385985,0.862228574947138
"GO:0051249","regulation of lymphocyte activation","BP",426,150,148,0.11861551559586,0.45461814710988
"GO:0051251","positive regulation of lymphocyte activation","BP",284,102,95,0.1162111172394,0.651368871372515
"GO:0051716","cellular response to stimulus","BP",5448,1826,1911,0.0202957168408393,0.0949651697130441
"GO:0055086","nucleobase-containing small molecule metabolic process","BP",525,163,184,0.770033225146631,0.387328449546526
"GO:0055123","digestive system development","BP",103,29,34,0.8506379662792,0.650890617422316
"GO:0060047","heart contraction","BP",172,53,69,0.703226992038027,0.0664045165090983
"GO:0060167","regulation of adenosine receptor signaling pathway","BP",3,0,2,1,0.273267176022581
"GO:0060169","negative regulation of adenosine receptor signaling pathway","BP",1,0,1,1,0.343768886739998
"GO:0060284","regulation of cell development","BP",665,236,224,0.0481946563954655,0.663569702814976
"GO:0060405","regulation of penile erection","BP",5,1,3,0.859320975224648,0.225545939336206
"GO:0060407","negative regulation of penile erection","BP",1,0,1,1,0.343768886739998
"GO:0060541","respiratory system development","BP",171,52,72,0.741331344029741,0.0209066769826804
"GO:0061008","hepaticobiliary system development","BP",115,39,42,0.401782087012652,0.346115595841825
"GO:0065007","biological regulation","BP",9104,3032,3232,0.00463995344362243,0.000400603841132639
"GO:0065008","regulation of biological quality","BP",2240,737,848,0.316948935041615,0.00011467255585948
"GO:0070227","lymphocyte apoptotic process","BP",70,23,26,0.515452338117728,0.354514656700332
"GO:0070228","regulation of lymphocyte apoptotic process","BP",52,16,18,0.652216655438709,0.537702666481316
"GO:0070229","negative regulation of lymphocyte apoptotic process","BP",34,10,12,0.707185924610007,0.519489945635323
"GO:0070231","T cell apoptotic process","BP",48,18,18,0.272200661181573,0.375254210499075
"GO:0070232","regulation of T cell apoptotic process","BP",34,13,12,0.290043172924158,0.519489945635323
"GO:0070233","negative regulation of T cell apoptotic process","BP",22,8,7,0.424291214317432,0.676224408533438
"GO:0070242","thymocyte apoptotic process","BP",18,5,9,0.744057716775144,0.126577708917793
"GO:0070243","regulation of thymocyte apoptotic process","BP",13,3,6,0.846051428118258,0.267706033445812
"GO:0070244","negative regulation of thymocyte apoptotic process","BP",10,2,5,0.885176083734816,0.234937408875065
"GO:0070254","mucus secretion","BP",9,4,4,0.327930945222495,0.375510053736619
"GO:0070255","regulation of mucus secretion","BP",6,2,3,0.631050312932741,0.340365219639168
"GO:0070256","negative regulation of mucus secretion","BP",2,1,1,0.543616888722218,0.56937436103573
"GO:0070482","response to oxygen levels","BP",278,104,96,0.043942311426519,0.500879578405316
"GO:0070661","leukocyte proliferation","BP",276,100,95,0.0991065414529287,0.516808581896741
"GO:0070663","regulation of leukocyte proliferation","BP",217,78,73,0.150167027824184,0.616024113470411
"GO:0070665","positive regulation of leukocyte proliferation","BP",136,45,41,0.468123675026803,0.872137122912401
"GO:0070887","cellular response to chemical stimulus","BP",2099,707,706,0.101651512635074,0.785131820041809
"GO:0071466","cellular response to xenobiotic stimulus","BP",127,33,48,0.953356621338032,0.234261726692106
"GO:0071704","organic substance metabolic process","BP",8755,2907,3066,0.0138907394116166,0.0336146970105998
"GO:0071887","leukocyte apoptotic process","BP",104,33,37,0.598342828408935,0.434381804395001
"GO:0072521","purine-containing compound metabolic process","BP",420,128,147,0.822259804141233,0.410925749842329
"GO:0072522","purine-containing compound biosynthetic process","BP",237,73,78,0.728525394689844,0.706187757854877
"GO:0072523","purine-containing compound catabolic process","BP",53,17,23,0.574265721767165,0.108702545132163
"GO:0080134","regulation of response to stress","BP",1217,405,429,0.268585064054572,0.262057020591149
"GO:0090257","regulation of muscle system process","BP",164,61,58,0.111527335707448,0.423308931074969
"GO:0090407","organophosphate biosynthetic process","BP",535,172,181,0.575068452005212,0.622486790019906
"GO:0098609","cell-cell adhesion","BP",738,253,253,0.146607520917922,0.53646083131644
"GO:0106380","purine ribonucleotide salvage","BP",7,3,2,0.408838345970105,0.755469602562103
"GO:1901135","carbohydrate derivative metabolic process","BP",870,285,308,0.432134753378081,0.26774877493726
"GO:1901136","carbohydrate derivative catabolic process","BP",148,43,66,0.834550055873312,0.00615698849426177
"GO:1901137","carbohydrate derivative biosynthetic process","BP",560,186,186,0.36124732354505,0.736267282062699
"GO:1901292","nucleoside phosphate catabolic process","BP",76,21,33,0.846540256982522,0.0631643304376673
"GO:1901293","nucleoside phosphate biosynthetic process","BP",263,88,83,0.383759348428335,0.849877480570948
"GO:1901360","organic cyclic compound metabolic process","BP",5106,1652,1784,0.571495496488101,0.15869520818329
"GO:1901361","organic cyclic compound catabolic process","BP",454,148,168,0.489270727319344,0.126368790366313
"GO:1901362","organic cyclic compound biosynthetic process","BP",3515,1153,1233,0.310801624299148,0.166882023289398
"GO:1901564","organonitrogen compound metabolic process","BP",4944,1691,1712,0.000868892731890868,0.334918225038142
"GO:1901565","organonitrogen compound catabolic process","BP",1170,425,391,0.00194229153160508,0.772285547910119
"GO:1901566","organonitrogen compound biosynthetic process","BP",1546,518,522,0.181531920374594,0.711871490903152
"GO:1901575","organic substance catabolic process","BP",1805,632,615,0.00747179628833077,0.622946279723408
"GO:1901576","organic substance biosynthetic process","BP",6356,2083,2232,0.242671997302224,0.0588620518893647
"GO:1901657","glycosyl compound metabolic process","BP",71,12,36,0.999016313583579,0.00329957776822718
"GO:1901658","glycosyl compound catabolic process","BP",30,6,16,0.956169332763384,0.0252537013367903
"GO:1901659","glycosyl compound biosynthetic process","BP",23,5,11,0.910987674162592,0.128249941912914
"GO:1901698","response to nitrogen compound","BP",878,296,307,0.214618518544507,0.365408750575723
"GO:1902105","regulation of leukocyte differentiation","BP",267,84,95,0.657327539299876,0.360113104440598
"GO:1902107","positive regulation of leukocyte differentiation","BP",160,56,52,0.269155520441875,0.719064464631882
"GO:1902531","regulation of intracellular signal transduction","BP",1480,492,524,0.254081283237885,0.199041966859614
